ORI,AGENCY,Govt_level,placename,CNTY,POP100,White_count,Black_count,Other_count,Hispan_allcount,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Hispan_Males_All,Age1524_HispanM,Age1524_HispanF,Hispan_Females_All,Other_Males_All,Age1524_OtherM,Age1524_OtherF,Other_Females_All,Pct_WYM,Pct_WYF,POP,STATEFP,place_fips
AL00123,WARRIOR,2,Warrior city,,3280,2679,587,8,6,217,1269,180,1415,59,269,50,318,1,0,0,5,0,0,0,1,0.171000788022065,0.127208480565371,3280.0,1,79944
AL06202,DADEVILLE,2,Dadeville city,,3276,2006,1257,5,8,148,930,121,1077,123,566,109,697,3,0,0,5,0,0,0,1,0.159139784946237,0.112349117920149,3276.0,1,19336
AL03702,HEADLAND,2,Headland city,,3266,2150,1087,2,27,132,984,149,1188,101,508,91,580,11,1,3,16,2,0,1,2,0.134146341463415,0.12542087542087502,3266.0,1,33856
AL00504,GULF SHORES,2,Gulf Shores city,,3261,3224,1,16,20,122,1556,140,1686,1,1,0,0,10,2,1,10,2,0,0,3,0.0784061696658098,0.0830367734282325,3261.0,1,32272
AL04201,MOULTON,2,Moulton city,,3248,2559,521,155,13,178,1213,160,1359,44,236,43,285,8,1,1,5,0,0,0,0,0.14674361088211,0.11773362766740303,3248.0,1,51600
AL03701,ABBEVILLE,2,Abbeville city,,3173,2037,1114,7,15,130,960,119,1079,93,488,95,627,10,3,1,5,9,3,1,3,0.135416666666667,0.11028730305838698,3173.0,1,124
AL06001,YORK,2,York city,,3160,949,2192,4,15,61,430,49,525,181,951,204,1250,8,1,2,7,0,0,0,0,0.141860465116279,0.0933333333333333,3160.0,1,84096
AL01201,LAFAYETTE,2,Lafayette city,,3151,1143,1996,5,7,44,513,53,634,153,893,190,1106,3,1,1,4,1,1,0,0,0.0857699805068226,0.083596214511041,3151.0,1,40672
AL03601,GREENSBORO,2,Greensboro city,,3047,1129,1896,8,14,61,465,51,671,147,884,155,1019,8,0,1,6,0,0,0,0,0.131182795698925,0.0760059612518629,3047.0,1,31720
AL05401,ALICEVILLE,2,Aliceville city,,3009,1374,1617,15,3,66,627,73,747,101,652,142,968,2,0,0,1,0,0,0,0,0.105263157894737,0.0977242302543507,3009.0,1,1228
AL06104,LINCOLN,2,Lincoln city,,2941,1946,987,6,2,148,947,131,1001,89,457,99,530,1,0,0,1,0,0,0,0,0.156282998944034,0.130869130869131,2941.0,1,43120
AL01801,HEFLIN,2,Heflin city,,2906,2498,400,7,1,171,1178,154,1321,35,183,34,217,0,0,0,1,0,0,0,0,0.145161290322581,0.116578349735049,2906.0,1,33976
AL01301,CENTRE,2,Centre city,,2893,2576,284,14,19,189,1172,191,1409,21,139,26,145,11,6,3,8,10,5,2,4,0.16126279863481194,0.13555713271824,2893.0,1,13648
AL01104,WEAVER,2,Weaver city,,2715,2447,145,79,44,162,1167,173,1312,4,72,9,75,28,4,3,16,6,0,0,4,0.138817480719794,0.13185975609756098,2715.0,1,80352
AL06405,SUMITON,2,Sumiton city,,2604,2463,130,7,4,177,1151,189,1314,7,58,15,72,3,1,0,1,2,0,0,0,0.15377932232841,0.143835616438356,2604.0,1,73848
AL03003,EAST BREWTON,2,East Brewton city,,2579,2450,107,15,7,209,1171,186,1281,12,43,23,64,4,1,1,3,3,1,0,2,0.17847993168232298,0.14519906323185,2579.0,1,22216
AL05502,BRUNDIDGE,2,Brundidge city,,2472,906,1532,26,8,52,395,56,513,134,680,125,857,2,1,1,6,0,0,1,1,0.131645569620253,0.10916179337232003,2472.0,1,10240
AL04903,GUIN,2,Guin town,,2464,2164,290,7,3,133,984,157,1180,23,132,36,160,1,1,1,2,0,0,1,2,0.13516260162601598,0.133050847457627,2464.0,1,32224
AL00206,BAYOU LA BATRE,2,Bayou La Batre city,,2456,1554,249,586,67,99,790,116,815,21,120,24,130,32,4,5,35,1,0,1,2,0.125316455696203,0.14233128834355802,2456.0,1,4684
AL00505,ROBERTSDALE,2,Robertsdale city,,2401,2337,24,24,16,160,1103,154,1238,4,13,0,11,10,3,1,6,8,1,2,6,0.14505893019039,0.124394184168013,2401.0,1,65208
AL01702,LINEVILLE,2,Lineville town,,2394,1514,868,9,3,85,658,82,857,90,412,92,456,2,1,0,1,1,1,0,2,0.129179331306991,0.0956826137689615,2394.0,1,43264
AL03501,EUTAW,2,Eutaw city,,2281,868,1411,0,2,48,429,30,439,84,629,97,782,0,0,0,2,0,0,0,2,0.111888111888112,0.0683371298405467,2281.0,1,24664
AL00512,ORANGE BEACH,2,Orange Beach town,,2253,2226,2,11,14,118,1147,94,1089,0,0,0,2,8,0,0,6,0,0,0,2,0.102877070619006,0.08631772268135901,2253.0,1,57144
AL02502,HANCEVILLE,2,Hanceville city,,2246,2211,8,10,17,170,1041,140,1187,8,8,0,0,9,2,1,8,0,0,0,0,0.163304514889529,0.117944397641112,2246.0,1,32968
AL00116,GRAYSVILLE,2,Graysville city,,2241,1552,680,6,3,101,712,102,842,59,319,44,361,1,0,0,2,1,0,0,0,0.14185393258427,0.121140142517815,2241.0,1,31384
AL06404,DORA,2,Dora city,,2214,1883,314,9,8,158,877,132,1012,28,135,28,179,3,0,0,5,1,0,0,1,0.180159635119726,0.130434782608696,2214.0,1,21136
AL03402,SAMSON,2,Samson city,,2190,1683,487,5,15,126,790,106,902,48,222,53,265,7,3,3,8,3,2,2,3,0.159493670886076,0.117516629711752,2190.0,1,67800
AL05901,CALERA,2,Calera city,,2136,1795,310,17,14,128,833,136,968,21,145,29,167,6,2,2,8,2,1,1,3,0.15366146458583402,0.140495867768595,2136.0,1,11416
AL05403,REFORM,2,Reform city,,2105,1287,804,12,2,73,585,83,703,44,321,71,483,0,0,0,2,0,0,0,1,0.124786324786325,0.11806543385490803,2105.0,1,64104
AL02303,FLORALA,2,Florala city,,2075,1604,456,8,7,90,732,91,875,36,195,31,262,2,0,2,5,0,0,1,3,0.122950819672131,0.104,2075.0,1,26848
AL03903,STEVENSON,2,Stevenson city,,2046,1619,395,28,4,116,777,110,845,30,206,33,189,4,0,0,0,1,0,0,0,0.149292149292149,0.13017751479289902,2046.0,1,73080
AL01701,ASHLAND,2,Ashland town,,2034,1525,501,7,1,94,673,99,853,45,236,42,265,0,0,1,1,0,0,0,0,0.139673105497771,0.116060961313013,2034.0,1,2860
AL01002,GEORGIANA,2,Georgiana town,,1933,837,1073,6,17,37,368,34,482,91,461,110,616,7,1,1,10,0,0,0,0,0.10054347826087,0.0705394190871369,1933.0,1,29560
AL03802,ASHFORD,2,Ashford city,,1926,1281,624,16,5,85,587,82,695,51,283,46,345,0,0,0,5,0,0,0,0,0.144804088586031,0.117985611510791,1926.0,1,2836
AL05402,GORDO,2,Gordo city,,1918,1105,802,4,7,68,513,57,592,46,336,62,473,3,0,0,4,0,0,0,0,0.13255360623781698,0.0962837837837838,1918.0,1,30736
AL05804,SPRINGVILLE,2,Springville town,,1910,1701,206,1,2,127,835,132,866,21,87,17,120,0,0,0,2,0,0,0,1,0.152095808383234,0.152424942263279,1910.0,1,72600
AL03404,SLOCOMB,2,Slocomb city,,1906,1483,397,8,18,114,715,119,784,40,183,36,214,13,4,1,5,1,1,0,1,0.159440559440559,0.151785714285714,1906.0,1,71040
AL00212,CREOLA,2,Creola city,,1896,1632,226,30,8,117,811,143,829,10,100,21,126,3,0,0,5,0,0,0,0,0.14426633785450102,0.17249698431845598,1896.0,1,18304
AL02201,GOODWATER,2,Goodwater city,,1840,557,1254,24,5,22,241,22,316,122,586,135,673,0,0,2,5,1,1,0,0,0.0912863070539419,0.069620253164557,1840.0,1,30640
AL02606,MIDLAND,2,Midland City town,,1819,1420,376,17,6,116,674,120,752,24,170,44,206,5,0,0,1,0,0,0,0,0.17210682492581605,0.159574468085106,1819.0,1,48400
AL03004,FLOMATON,2,Flomaton town,,1811,1399,354,32,26,101,676,89,740,30,163,40,191,8,0,1,18,1,0,0,5,0.149408284023669,0.12027027027027,1811.0,1,26824
AL05302,,2,Uniontown city,,1730,380,1344,3,3,20,166,19,214,113,547,118,799,1,0,0,2,1,0,0,0,0.120481927710843,0.08878504672897199,,1,77904
AL02605,NEWTON,2,Newton town,,1580,1341,208,26,5,84,648,79,697,23,99,20,109,1,1,1,4,0,0,1,1,0.12962962962963,0.113342898134864,1580.0,1,54480
AL00602,CLAYTON,2,Clayton town,,1564,635,924,0,5,43,293,38,342,65,437,85,492,3,1,0,2,0,0,0,0,0.14675767918088695,0.111111111111111,1564.0,1,15376
AL00802,BLOUNTSVILLE,2,Blountsville town,,1527,1492,0,10,25,108,669,108,838,0,0,0,0,16,7,3,9,9,6,0,1,0.161434977578475,0.12887828162291198,1527.0,1,7456
AL02004,CHEROKEE,2,Cherokee town,,1479,1196,281,1,1,80,582,77,615,21,116,24,165,0,0,0,1,0,0,0,0,0.13745704467354,0.12520325203252,1479.0,1,14152
AL02603,LEVEL PLAINS,2,Level Plains town,,1473,1286,111,34,42,111,681,74,631,8,45,13,66,18,2,4,24,6,1,3,11,0.16299559471365602,0.117274167987322,1473.0,1,42472
AL06203,CAMP HILL,2,Camp Hill town,,1415,303,1092,9,11,21,144,12,161,89,488,97,610,5,2,1,6,2,0,0,2,0.145833333333333,0.0745341614906832,1415.0,1,11680
AL03805,COTTONWOOD,2,Cottonwood town,,1385,976,404,4,1,86,479,57,497,50,167,48,237,0,0,0,1,0,0,0,1,0.17954070981210898,0.114688128772636,1385.0,1,17824
AL05207,TRINITY,2,Trinity town,,1380,1301,67,1,11,100,653,84,659,4,34,5,33,5,0,2,6,0,0,0,0,0.15313935681470098,0.127465857359636,1380.0,1,76872
AL04202,TOWN CREEK,2,Town Creek town,,1379,954,378,42,5,67,445,72,513,32,172,39,206,2,0,0,3,0,0,0,1,0.15056179775280898,0.14035087719298198,1379.0,1,76584
AL00603,CLIO,2,Clio town,,1365,567,781,9,8,38,303,33,270,63,414,51,369,3,1,1,5,0,0,0,0,0.125412541254125,0.12222222222222197,2105.0,1,15640
AL03602,MOUNDVILLE,2,Moundville town,,1348,1001,338,4,5,55,480,61,525,27,143,29,195,1,0,1,4,0,0,0,0,0.114583333333333,0.11619047619047597,1348.0,1,51648
AL05209,PRICEVILLE,2,Priceville town,,1323,1275,38,6,4,110,647,73,632,3,18,6,20,3,0,0,1,0,0,0,0,0.17001545595054096,0.115506329113924,1323.0,1,62472
AL03302,PHIL CAMPBELL,2,Phil Campbell town,,1317,1287,17,11,2,90,589,125,700,8,9,7,8,1,1,0,1,0,0,0,0,0.152801358234295,0.178571428571429,1317.0,1,59496
AL00126,MORRIS,2,Morris town,,1136,1127,0,6,3,72,515,90,615,0,0,0,0,1,0,0,2,0,0,0,1,0.139805825242718,0.146341463414634,1136.0,1,51456
AL00129,KIMBERLY,2,Kimberly town,,1096,1043,51,2,0,68,503,82,540,4,22,4,29,0,0,0,0,0,0,0,0,0.135188866799205,0.151851851851852,1096.0,1,39856
AL02903,ECLECTIC,2,Eclectic town,,1087,841,235,5,6,63,403,53,444,27,103,30,132,3,0,0,3,0,0,0,0,0.15632754342431798,0.119369369369369,1087.0,1,22816
AL04107,KILLEN,2,Killen town,,1047,1022,25,0,0,86,502,71,520,2,9,2,16,0,0,0,0,0,0,0,0,0.17131474103585698,0.136538461538462,1047.0,1,39784
AL04703,,2,Gurley town,,1007,844,150,1,12,72,416,62,433,7,69,17,86,5,0,1,7,1,0,0,1,0.17307692307692302,0.14318706697459602,,1,32440
AL04602,NOTASULGA,2,Notasulga town,,979,689,284,3,3,44,319,52,372,18,119,32,165,2,0,0,1,1,0,0,0,0.137931034482759,0.139784946236559,979.0,1,55440
AL02006,LITTLEVILLE,2,Littleville town,,925,921,0,4,0,70,454,48,467,0,0,0,0,0,0,0,0,0,0,0,0,0.154185022026432,0.10278372591006403,925.0,1,43648
AL03904,HOLLYWOOD,2,Hollywood town,,916,728,167,15,6,59,368,37,364,13,77,16,90,4,1,0,2,2,0,0,0,0.160326086956522,0.101648351648352,916.0,1,35632
AL04203,COURTLAND,2,Courtland town,,803,522,250,30,1,32,232,34,290,28,110,23,140,0,0,1,1,0,0,0,0,0.137931034482759,0.117241379310345,803.0,1,18040
AL01106,,2,Hobson City town,,794,20,774,0,0,1,8,2,12,75,332,76,442,0,0,0,0,0,0,0,0,0.125,0.166666666666667,,1,35152
AL04905,,2,Brilliant town,,751,751,0,0,0,50,356,47,395,0,0,0,0,0,0,0,0,0,0,0,0,0.14044943820224698,0.118987341772152,,1,9424
AL05702,HURTSBORO,2,Hurtsboro town,,707,247,456,2,2,13,123,8,124,30,203,36,255,1,0,0,1,0,0,0,0,0.105691056910569,0.0645161290322581,707.0,1,37096
AL04705,OWENS CROSS ROADS,2,Owens Crossroads town,,695,675,4,16,0,50,337,49,338,1,1,1,3,0,0,0,0,0,0,0,0,0.148367952522255,0.14497041420118306,695.0,1,57504
AK00101,ANCHORAGE,2,Anchorage city,,226338,178168,14126,24786,9258,13622,95174,11993,87562,1483,7702,1140,6842,4787,912,700,4471,1933,388,258,1646,0.143127324689516,0.13696580708526498,226338.0,2,3000
AK00102,FAIRBANKS,2,Fairbanks city,,30843,21538,3871,3778,1656,2454,12154,1634,10162,625,2253,382,1744,912,253,140,744,400,133,64,287,0.201908836597005,0.160795119071049,30843.0,2,24230
AK00103,JUNEAU,2,Juneau city,,26751,21257,279,4466,749,1167,11000,1170,10570,27,184,13,108,394,56,58,355,155,28,25,118,0.106090909090909,0.110690633869442,26751.0,2,36400
AK00109,SITKA,2,Sitka city,,8588,6270,39,2070,209,440,3401,333,2958,5,18,0,21,101,18,19,108,34,10,5,26,0.12937371361364305,0.112576064908722,8835.0,2,70540
AK00105,KODIAK,2,Kodiak city,,6365,3888,46,2024,407,343,2256,229,1772,3,31,0,16,246,43,24,161,118,24,13,79,0.152039007092199,0.129232505643341,6365.0,2,40950
AK00123,KENAI,2,Kenai city,,6327,5492,37,622,176,390,2920,418,2684,1,19,5,18,86,12,20,90,24,2,5,31,0.133561643835616,0.15573770491803302,6327.0,2,38420
AK00113,BETHEL,2,Bethel city,,4674,1525,39,3051,59,85,917,58,634,3,24,1,15,46,3,3,13,11,0,1,6,0.0926935659760087,0.0914826498422713,4674.0,2,6520
AK00112,VALDEZ,2,Valdez city,,4068,3540,36,363,129,253,2010,226,1599,2,27,1,11,63,10,10,66,30,5,4,24,0.12587064676616902,0.141338336460288,4334.0,2,82200
AK00156,WASILLA,2,Wasilla city,,4028,3680,24,245,79,241,1913,249,1815,2,14,0,10,41,8,2,38,19,2,0,9,0.12598013591218,0.137190082644628,5143.0,2,83080
AK00122,HOMER,2,Homer city,,3660,3403,8,178,71,209,1773,170,1690,0,7,0,1,41,14,3,30,2,1,0,3,0.117879300620417,0.100591715976331,3660.0,2,33140
AK00106,NOME,2,Nome city,,3500,1540,6,1859,95,89,940,65,634,0,4,0,2,50,9,8,45,24,6,7,23,0.0946808510638298,0.102523659305994,3500.0,2,54920
AK00120,SOLDOTNA,2,Soldotna city,,3482,3188,11,189,94,223,1632,219,1635,2,6,0,5,46,11,7,48,5,2,1,4,0.13664215686274495,0.13394495412844,3482.0,2,71640
AK00107,PETERSBURG,2,Petersburg city,,3207,2741,3,397,66,183,1481,136,1296,0,2,1,1,37,7,6,29,13,3,4,7,0.12356515867657,0.104938271604938,3207.0,2,60310
AK00133,UNALASKA,2,Unalaska city,,3089,1837,52,806,394,251,1339,108,578,19,55,1,8,321,105,25,73,214,71,19,43,0.18745332337565304,0.186851211072664,4283.0,2,80770
AK00117,PALMER,2,Palmer city,,2866,2492,66,241,67,156,1246,151,1293,5,39,6,27,31,7,3,36,6,1,1,9,0.12520064205457498,0.116782675947409,2866.0,2,58660
AK00116,KOTZEBUE,2,Kotzebue city,,2751,620,8,2094,29,42,376,27,259,1,6,0,2,16,5,2,13,1,1,0,1,0.111702127659574,0.104247104247104,2751.0,2,41830
AK00108,SEWARD,2,Seward city,,2699,2144,63,436,56,152,1234,109,939,11,62,0,7,24,2,4,32,5,0,0,5,0.123176661264182,0.116080937167199,2699.0,2,68560
AK00111,WRANGELL,2,Wrangell city,,2479,1927,8,503,41,103,1044,91,910,1,5,0,3,18,4,3,23,1,0,1,2,0.0986590038314176,0.1,2479.0,2,86380
AK00114,CORDOVA,2,Cordova city,,2110,1634,8,391,77,109,924,82,754,1,4,0,4,43,10,4,34,8,2,0,9,0.117965367965368,0.10875331564986697,2110.0,2,17410
AK00130,DILLINGHAM,2,Dillingham city,,2017,820,7,1148,42,37,452,32,379,1,4,0,3,24,4,0,18,18,2,1,9,0.081858407079646,0.0844327176781003,2310.0,2,18950
AK00132,NORTH POLE,2,North Pole city,,1456,1232,50,99,75,135,693,120,597,4,29,3,22,41,8,3,34,6,0,1,4,0.194805194805195,0.20100502512562804,1456.0,2,55910
AK00145,CRAIG,2,Craig city,,1260,941,0,289,30,57,530,45,429,0,0,0,0,18,5,5,12,5,1,2,2,0.107547169811321,0.104895104895105,1260.0,2,17740
AK00121,HAINES,2,Haines city,,1238,985,0,234,19,53,533,45,458,0,0,0,0,11,2,2,8,8,1,1,5,0.099437148217636,0.0982532751091703,1238.0,2,31050
AK00150,SAINT PAUL ISLAND,2,St. Paul city,,763,158,12,531,62,24,122,17,42,1,10,1,2,46,16,2,16,31,12,1,8,0.19672131147541005,0.404761904761905,406.0,2,66470
AK00135,KLAWOCK,2,Klawock city,,722,322,1,387,12,15,181,16,143,0,1,0,0,6,1,3,6,0,0,0,1,0.0828729281767956,0.111888111888112,722.0,2,40400
AK00110,SKAGWAY,2,Skagway city,,692,644,0,44,4,25,339,38,307,0,0,0,0,2,0,0,2,1,0,0,1,0.0737463126843658,0.123778501628664,692.0,2,70760
AZ00100,APACHE,1,Apache County,1.0,61591,11354,98,47540,2599,713,6264,684,6192,11,55,2,45,1330,167,191,1269,577,73,75,561,0.11382503192848,0.11046511627907,52470.0,4,99001
AZ00200,COCHISE,1,Cochise County,3.0,97624,61543,4815,2887,28379,6204,40561,4982,39163,706,3014,405,2064,14091,2616,2376,14288,4878,934,872,4907,0.152954808806489,0.12721190920001,35583.0,4,99003
AZ00300,COCONINO,1,Coconino County,5.0,96591,56938,1339,28618,9696,6828,31037,7177,30799,176,763,142,656,4906,1067,1061,4790,2151,507,517,2091,0.21999548925476,0.23302704633267304,32677.0,4,99005
AZ00400,GILA,1,Gila County,7.0,40216,27377,97,5256,7486,1561,15030,1426,15746,15,51,5,48,3714,596,573,3772,1965,308,333,1998,0.103858948769128,0.0905626825860536,14880.0,4,99007
AZ00500,GRAHAM,1,Graham County,9.0,26554,15437,468,3967,6682,1670,10387,1449,10216,84,384,21,118,3526,626,503,3156,886,187,88,506,0.160777895446231,0.141836335160533,13707.0,4,99009
AZ00600,GREENLEE,1,Greenlee County,11.0,8008,4372,27,153,3456,384,3467,409,3368,0,17,4,11,1717,224,246,1739,467,74,72,479,0.110758580905682,0.121437054631829,4506.0,4,99011
AZ01500,LAPAZ,1,La Paz County,12.0,13844,8495,103,2107,3139,502,5340,492,4995,8,71,3,47,1639,299,274,1500,476,95,79,411,0.0940074906367041,0.0984984984984985,9482.0,4,99012
AZ00700,MARICOPA,1,Maricopa County,13.0,2122101,1637076,70843,68684,345498,127056,882611,119955,916809,6703,37474,6133,36783,176933,35818,32212,168565,89604,18501,17054,84509,0.143954698049311,0.130839684165404,197450.0,4,99013
AZ00800,MOHAVE,1,Mohave County,15.0,93497,85808,291,2479,4919,4565,44264,4271,44570,7,165,11,138,2499,393,351,2420,872,142,128,774,0.103131212723658,0.0958267893201705,34461.0,4,99015
AZ00900,NAVAJO,1,Navajo County,17.0,77658,31256,667,40083,5652,2107,17143,2015,17062,66,441,33,262,2956,516,439,2696,1202,221,149,867,0.122907309105757,0.11809869886297,51244.0,4,99017
AZ01000,PIMA,1,Pima County,19.0,666880,454919,19455,29244,163262,39075,255902,37420,269074,1959,11031,1575,9764,80244,15392,15220,83018,43755,8789,8904,45060,0.152695172370673,0.13906954964061902,247540.0,4,99019
AZ01100,PINAL,1,Pinal County,21.0,116379,68900,3469,9948,34062,5736,44390,4858,42829,412,2108,260,1540,17939,3250,2729,16123,7628,1440,1195,6597,0.1292182924082,0.113427817600224,49974.0,4,99021
AZ01200,SANTA CRUZ,1,Santa Cruz County,23.0,29676,6168,56,231,23221,1555,10585,1577,11574,5,53,4,44,10861,1962,2023,12360,3384,645,692,3808,0.146905999055267,0.136253672023501,9299.0,4,99023
AZ01300,YAVAPAI,1,Yavapai County,25.0,107714,98391,305,2119,6899,5766,50321,4658,52785,54,193,22,128,3568,655,538,3331,1115,216,158,942,0.11458436835516,0.0882447665056361,52856.0,4,99025
AZ01400,YUMA,1,Yuma County,27.0,106895,58151,2776,2580,43388,6438,41003,5239,39699,470,1738,216,1318,21736,4397,4228,21652,10313,2128,2047,10002,0.157012901495013,0.13196805964885802,46745.0,4,99027
AZ00723,PHOENIX,2,Phoenix city,,983403,705692,48626,31982,197103,57359,397339,53362,405993,4429,25344,4205,25709,100730,20753,18533,96373,48185,10089,9474,46305,0.144357840534153,0.13143576367080198,983403.0,4,55000
AZ01003,TUCSON,2,Tucson city,,405390,256844,16273,13678,118595,26959,147936,26043,157119,1597,8979,1384,8387,57744,11432,11616,60851,33007,6834,7122,34597,0.18223420938784304,0.16575334618983098,405390.0,4,77000
AZ00717,MESA,2,Mesa city,,288091,244577,5146,7011,31357,18698,126984,18787,132488,575,2790,427,2552,15918,3162,2990,15439,8246,1711,1580,7658,0.147246897246897,0.14180152164724402,288091.0,4,46000
AZ00713,GLENDALE,2,Glendale city,,148134,116579,4260,4384,22911,9883,61490,9624,64394,411,2250,368,2205,11622,2379,2170,11289,6761,1439,1321,6482,0.16072532119043698,0.149454918160077,148134.0,4,27820
AZ00729,TEMPE,2,Tempe city,,141865,114637,4394,7404,15430,15637,63157,13705,60052,591,2351,549,2191,7967,2029,1749,7463,3372,884,734,3117,0.247589340848995,0.22821887697329,141865.0,4,73000
AZ00725,SCOTTSDALE,2,Scottsdale city,,130069,120632,966,2268,6203,7203,58655,7124,66240,81,508,60,484,3150,686,585,3053,986,249,172,797,0.12280283010826,0.107548309178744,130069.0,4,65000
AZ00705,CHANDLER,2,Chandler city,,90533,69699,2196,2996,15642,4784,38153,5065,38961,147,1167,155,1154,7856,1341,1297,7786,4016,698,674,3824,0.125389877598092,0.130001796668463,90533.0,4,12000
AZ01405,YUMA,2,Yuma city,,54923,32093,1885,1368,19577,2756,19899,2697,20204,190,1086,156,1002,9498,1710,1829,10079,5432,1024,1146,5768,0.138499422081512,0.13348841813502302,56193.0,4,85540
AZ00721,PEORIA,2,Peoria city,,50618,40689,1071,1002,7856,1996,21046,2033,22966,78,561,77,546,3923,611,583,3933,2227,361,359,2239,0.0948398745604866,0.0885221631977706,50618.0,4,54050
AZ00301,FLAGSTAFF,2,Flagstaff city,,45857,33240,1060,4585,6972,5423,18147,5809,18372,152,594,128,541,3457,831,868,3515,1672,413,439,1664,0.29883727337852,0.31618767689963,45857.0,4,23620
AZ00209,SIERRA VISTA,2,Sierra Vista city,,32983,23407,3818,1874,3884,2509,13200,1897,12318,492,2192,351,1757,1952,371,339,1932,838,182,147,752,0.190075757575758,0.15400227309628198,32983.0,4,66820
AZ00711,GILBERT,2,Gilbert town,,29188,24750,433,623,3382,1888,13107,1898,13255,25,258,21,206,1698,304,298,1684,885,172,173,836,0.144045166704814,0.143191248585439,29188.0,4,27400
AZ01307,PRESCOTT,2,Prescott city,,26455,23984,121,461,1889,1812,12230,1260,12968,31,84,7,44,955,209,156,934,352,89,58,298,0.148160261651676,0.0971622455274522,26455.0,4,57380
AZ00804,LAKE HAVASU,2,Lake Havasu City city,,24363,23189,55,227,892,1156,11830,1106,12020,0,28,4,31,478,91,48,414,114,20,12,80,0.0977176669484362,0.0920133111480865,24363.0,4,39370
AZ01201,NOGALES,2,Nogales city,,19489,1410,37,118,17924,1082,6353,1112,7289,4,41,3,35,8273,1538,1627,9651,2629,520,577,3033,0.17031323784039,0.152558650020579,19489.0,4,49640
AZ01101,CASA GRANDE,2,Casa Grande city,,19082,10904,945,651,6582,967,7056,1006,7468,72,484,82,500,3325,615,601,3257,1436,280,275,1356,0.13704648526077098,0.134708087841457,19082.0,4,10530
AZ01113,APACHE JUNCTION,2,Apache Junction city,,18100,16820,60,202,1018,855,8486,814,8961,4,40,3,29,502,74,76,516,185,21,34,185,0.10075418336083,0.0908380761075773,18100.0,4,2830
AZ00701,AVONDALE,2,Avondale city,,16169,6874,681,343,8271,735,4820,682,4708,69,357,64,390,4277,819,795,3994,2803,521,550,2671,0.152489626556017,0.144859813084112,16169.0,4,4720
AZ00205,DOUGLAS,2,Douglas city,,12822,1959,68,92,10703,718,4295,745,4868,14,69,17,68,4972,918,980,5731,1591,288,307,1829,0.167171129220023,0.15304026294166,12822.0,4,20050
AZ00801,KINGMAN,2,Kingman city,,12722,11393,34,346,949,680,5827,640,6096,1,19,1,17,447,57,81,502,198,31,35,196,0.116698129397632,0.10498687664042,12722.0,4,37620
AZ00719,PARADISE VALLEY,2,Paradise Valley town,,11671,11200,28,206,237,662,5619,643,5758,1,16,2,15,103,21,22,134,23,6,2,26,0.117814557750489,0.11167071899965303,11671.0,4,52930
AZ01311,PRESCOTT VALLEY,2,Prescott Valley town,,8858,8205,39,111,503,441,4231,434,4322,2,17,3,23,257,31,28,246,87,15,8,72,0.104230678326637,0.100416473854697,8858.0,4,57450
AZ00406,PAYSON,2,Payson town,,8377,8038,7,73,259,315,3865,300,4343,1,5,0,2,119,17,15,140,40,8,4,46,0.0815006468305304,0.0690766751093714,8377.0,4,53700
AZ00909,WINSLOW,2,Winslow city,,8190,3804,286,1924,2176,336,2541,347,2699,27,155,14,149,1071,180,194,1105,329,60,52,307,0.13223140495867802,0.12856613560578,8190.0,4,83930
AZ01314,SEDONA,2,Sedona city,,7720,7231,21,63,405,232,3492,199,4115,1,13,4,13,226,56,30,179,9,3,0,11,0.0664375715922108,0.048359659781287985,7720.0,4,65350
