ORI,AGENCY,Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Pct_WYM,Pct_WYF
WA03300,STEVENS,1,99065,Stevens County,65.0,53,1990,30948,28475,65,1628,14367,1541,14380,6,42,3,23,0.113315236305422,0.107162726008345
WA03400,THURSTON,1,99067,Thurston County,67.0,53,1990,161238,145367,2761,9723,72240,9747,75981,274,1622,194,1242,0.13459302325581401,0.128282070517629
WA03500,WAHKIAKUM,1,99069,Wahkiakum County,69.0,53,1990,3327,3185,3,182,1605,146,1613,1,3,0,0,0.11339563862928301,0.0905145691258524
WA03600,WALLA WALLA,1,99071,Walla Walla County,71.0,53,1990,48439,42064,697,3454,21363,3272,21927,107,534,34,186,0.161681411786734,0.14922241984767598
WA03700,WHATCOM,1,99073,Whatcom County,73.0,53,1990,127780,117213,623,9595,58454,9932,60775,117,396,74,254,0.16414616621617,0.163422459893048
WA03800,WHITMAN,1,99075,Whitman County,75.0,53,1990,38775,35269,477,7070,18394,5958,17259,166,303,95,187,0.384364466673915,0.34521119415956897
WA03900,YAKIMA,1,99077,Yakima County,77.0,53,1990,188823,132147,1785,8847,67765,8423,71749,182,1031,147,907,0.13055412085885001,0.117395364395323
WA03204,SPOKANE,2,67000,Spokane city,,53,1990,177196,163068,3319,11414,78511,11898,86773,293,1948,209,1468,0.14538090203920498,0.13711638412870403
WA02703,TACOMA,2,70000,Tacoma city,,53,1990,176664,135036,19601,9529,66367,9669,71687,1702,10333,1582,9777,0.143580393870448,0.134878011354918
WA01702,BELLEVUE,2,5210,Bellevue city,,53,1990,86874,73831,1913,5080,36716,4863,38434,167,1003,149,936,0.13835929839851802,0.126528594473643
WA03103,EVERETT,2,22640,Everett city,,53,1990,69961,63028,1128,4379,31784,4547,32393,99,667,88,493,0.137773722627737,0.140369832988609
WA02723,LAKEWOOD,2,38038,Lakewood CDP,,53,1990,58412,41948,7148,3529,21727,3710,21764,702,3964,746,3437,0.162424632945183,0.170464988053667
WA03905,YAKIMA,2,80010,Yakima city,,53,1990,54827,42967,1226,2954,21311,2978,23947,137,721,99,594,0.13861386138613901,0.124357957155385
WA03701,BELLINGHAM,2,5280,Bellingham city,,53,1990,52179,48167,400,5456,23184,6022,25739,94,256,59,155,0.235334713595583,0.23396402346633496
WA00603,VANCOUVER,2,74060,Vancouver city,,53,1990,46380,41938,1021,2919,20302,3149,22493,114,560,79,490,0.143778938035662,0.139999110834482
WA00301,KENNEWICK,2,35275,Kennewick city,,53,1990,42155,36857,464,2552,18502,2743,19390,38,246,41,230,0.137931034482759,0.141464672511604
WA01713,RENTON,2,57745,Renton city,,53,1990,41688,34147,2670,2330,17305,2405,17485,221,1344,255,1387,0.134643166714822,0.13754646840148702
WA01708,KIRKLAND,2,35940,Kirkland city,,53,1990,40052,36540,594,2379,17709,2724,19445,59,320,55,283,0.134338471963408,0.140087426073541
WA01801,BREMERTON,2,7695,Bremerton city,,53,1990,38142,31254,2631,4081,16873,2393,15138,651,1683,218,1036,0.24186570260179002,0.158079006473775
WA01712,REDMOND,2,57535,Redmond city,,53,1990,35800,32041,462,2246,16036,2165,16568,31,255,23,217,0.140059865303068,0.130673587638822
WA03401,OLYMPIA,2,51300,Olympia city,,53,1990,33840,30592,388,2025,14686,2159,16460,42,240,34,180,0.137886422443143,0.13116646415552902
WA01701,AUBURN,2,3180,Auburn city,,53,1990,33102,30044,434,2058,14872,2066,15699,31,250,39,202,0.13838084991931102,0.131600738900567
WA00302,RICHLAND,2,58235,Richland city,,53,1990,32315,29593,449,1751,14678,1804,15375,22,217,45,244,0.11929418176863302,0.117333333333333
WA00802,LONGVIEW,2,40245,Longview city,,53,1990,31499,29544,170,1828,14352,1914,15473,9,81,16,89,0.12736900780378999,0.123699347250048
WA03102,EDMONDS,2,20750,Edmonds city,,53,1990,30744,28371,263,1608,13598,1689,15157,25,152,16,132,0.118252684218267,0.11143366101471301
WA03104,LYNNWOOD,2,40840,Lynnwood city,,53,1990,28695,24876,546,1836,12320,1914,13073,47,319,39,244,0.149025974025974,0.146408628470894
WA02724,UNIVERSITY PLACE,2,73465,University Place CDP,,53,1990,27701,23608,1874,1680,11520,1724,12582,157,925,165,998,0.145833333333333,0.137021141312987
WA03601,WALLA WALLA,2,75775,Walla Walla city,,53,1990,26478,22586,577,1931,11591,1799,11737,85,456,23,139,0.166594771805711,0.153275964897333
WA02701,PUYALLUP,2,56695,Puyallup city,,53,1990,23875,22296,175,1463,10832,1477,11782,10,102,9,78,0.135062776957164,0.125360719741979
WA03803,PULLMAN,2,56625,Pullman city,,53,1990,23478,20366,453,6225,10918,5266,9736,165,287,95,175,0.570159369847957,0.540879211175021
WA00404,WENATCHEE,2,77105,Wenatchee city,,53,1990,21756,19377,45,1191,9342,1222,10590,7,30,5,18,0.127488760436737,0.115391879131256
WA01709,MERCER ISLAND,2,45005,Mercer Island city,,53,1990,20816,18509,298,995,9029,936,9704,19,153,20,147,0.11020046516779301,0.0964550700741962
WA01102,PASCO,2,53545,Pasco city,,53,1990,20337,10260,1096,858,6035,826,6144,72,549,85,598,0.14217067108533601,0.134440104166667
WA03106,MOUNTLAKE TERRACE,2,47490,Mountlake Terrace city,,53,1990,19320,16753,388,1152,8449,1226,8634,37,224,21,173,0.136347496745177,0.14199675700718098
WA03404,LACEY,2,36745,Lacey city,,53,1990,19279,16758,553,1152,8043,1255,9088,53,319,32,250,0.143230138008206,0.13809419014084498
WA00501,PORT ANGELES,2,55365,Port Angeles city,,53,1990,17710,16688,66,958,8081,984,8799,4,45,5,25,0.11854968444499399,0.11183088987384901
WA02902,MOUNT VERNON,2,47560,Mount Vernon city,,53,1990,17647,15134,74,1054,7542,1056,8267,12,46,8,32,0.139750729249536,0.12773678480706402
WA01717,DES MOINES,2,17635,Des Moines city,,53,1990,17283,15082,629,923,7190,1005,8181,40,331,48,317,0.12837273991655102,0.12284561789512301
WA01501,OAK HARBOR,2,50360,Oak Harbor city,,53,1990,17176,14002,738,1146,7364,1149,7198,93,409,81,348,0.15562194459532902,0.159627674353987
WA01401,ABERDEEN,2,100,Aberdeen city,,53,1990,16565,15324,48,1018,7593,963,7939,7,27,2,21,0.13407085473462402,0.12129991182768599
WA01901,ELLENSBURG,2,21240,Ellensburg city,,53,1990,12361,11380,120,2348,5616,2357,5918,42,76,23,48,0.418091168091168,0.398276444744846
WA01703,BOTHELL,2,7380,Bothell city,,53,1990,12345,11525,103,736,5584,725,6103,13,61,10,42,0.131805157593123,0.11879403572013801
WA02101,CENTRALIA,2,11160,Centralia city,,53,1990,12101,11447,55,739,5454,823,6212,12,37,6,20,0.135496883021635,0.13248551191242802
WA01723,TUKWILA,2,72625,Tukwila city,,53,1990,11874,9657,741,709,5067,725,4763,57,421,59,334,0.139925004933886,0.152214990552173
WA00801,KELSO,2,35065,Kelso city,,53,1990,11820,11010,40,810,5460,858,5715,4,23,7,17,0.148351648351648,0.150131233595801
WA02901,ANACORTES,2,1990,Anacortes city,,53,1990,11451,10838,55,500,5265,509,5680,7,35,4,27,0.0949667616334283,0.089612676056338
WA03902,SUNNYSIDE,2,68750,Sunnyside city,,53,1990,11238,4618,24,347,2505,324,2916,1,16,2,17,0.138522954091816,0.111111111111111
WA01302,MOSES LAKE,2,47245,Moses Lake city,,53,1990,11235,8713,205,585,4517,588,4746,11,111,8,101,0.129510737214966,0.123893805309735
WA03105,MARYSVILLE,2,43955,Marysville city,,53,1990,10328,9634,32,604,4606,675,5204,3,20,0,13,0.131133304385584,0.12970791698693301
WA03402,TUMWATER,2,72905,Tumwater city,,53,1990,9976,9348,79,645,4414,637,5073,7,56,3,26,0.146125962845492,0.12556672580327197
WA01403,HOQUIAM,2,32300,Hoquiam city,,53,1990,8972,8399,13,578,4151,514,4326,1,11,1,2,0.139243555769694,0.11881645862228399
WA01706,ISSAQUAH,2,33805,Issaquah city,,53,1990,7786,7359,28,471,3593,438,3892,1,17,4,13,0.131088227108266,0.11253854059609501
WA03201,CHENEY,2,11825,Cheney city,,53,1990,7723,6631,128,1323,3232,1452,3519,44,79,27,50,0.4093440594059411,0.41261722080136404
WA02714,BONNEY LAKE,2,7170,Bonney Lake city,,53,1990,7494,7152,15,453,3754,441,3526,0,7,1,8,0.12067128396377198,0.125070901871809
WA03903,TOPPENISH,2,71960,Toppenish city,,53,1990,7419,2161,41,172,1303,113,1339,0,24,1,26,0.132003069838833,0.0843913368185213
WA02304,SHELTON,2,63735,Shelton city,,53,1990,7241,6706,13,465,3231,431,3595,1,7,1,7,0.143918291550604,0.119888734353268
WA01704,ENUMCLAW,2,22045,Enumclaw city,,53,1990,7227,6965,15,420,3258,439,3776,0,5,3,11,0.12891344383057102,0.116260593220339
WA03121,MILL CREEK,2,45865,Mill Creek city,,53,1990,7172,6429,68,355,3262,371,3236,2,37,2,31,0.108828939301042,0.114647713226205
WA03901,GRANDVIEW,2,27925,Grandview city,,53,1990,7169,3346,37,249,1859,233,2016,7,19,3,18,0.13394298009682598,0.115575396825397
WA03113,MUKILTEO,2,47735,Mukilteo city,,53,1990,7007,6599,50,426,3395,380,3300,2,28,5,26,0.12547864506627399,0.115151515151515
WA01601,PORT TOWNSEND,2,55855,Port Townsend city,,53,1990,7001,6707,35,303,3215,301,3572,4,20,2,16,0.0942457231726283,0.0842665173572228
WA00201,CLARKSTON,2,12630,Clarkston city,,53,1990,6753,6406,20,369,2959,446,3548,2,12,3,9,0.124704291990537,0.125704622322435
WA01710,NORMANDY PARK,2,49415,Normandy Park city,,53,1990,6709,6283,53,328,3154,286,3195,3,28,9,25,0.10399492707672801,0.0895148669796557
WA02102,CHEHALIS,2,11475,Chehalis city,,53,1990,6527,6144,54,477,2956,438,3311,34,46,2,8,0.16136671177266598,0.13228631833283
WA03107,SNOHOMISH,2,65170,Snohomish city,,53,1990,6499,6229,35,414,2978,382,3305,3,21,4,14,0.13901947615849602,0.11558245083207302
WA00602,CAMAS,2,9480,Camas city,,53,1990,6442,6196,16,432,3054,394,3223,1,11,3,5,0.141453831041257,0.12224635432826599
WA03602,COLLEGE PLACE,2,13855,College Place city,,53,1990,6308,5362,77,728,2609,740,2986,20,51,7,28,0.279034112686853,0.247823174815807
WA02702,SUMNER,2,68435,Sumner city,,53,1990,6281,5832,16,360,2875,363,3103,3,13,1,3,0.125217391304348,0.11698356429262
WA02903,SEDRO WOOLLEY,2,63210,Sedro-Woolley city,,53,1990,6031,5594,3,353,2711,366,2966,0,2,0,1,0.130210254518628,0.12339851652056599
WA02711,STEILACOOM,2,67770,Steilacoom town,,53,1990,5728,4589,509,342,2330,334,2389,55,274,56,256,0.146781115879828,0.139807450816241
WA03705,LYNDEN,2,40805,Lynden city,,53,1990,5709,5424,2,324,2583,322,2916,0,0,0,4,0.125435540069686,0.11042524005486999
WA03108,BRIER,2,7940,Brier city,,53,1990,5633,5051,42,247,2577,224,2539,0,28,1,15,0.0958478851377571,0.0882237101220953
WA03704,FERNDALE,2,23620,Ferndale city,,53,1990,5398,4780,20,309,2377,339,2492,0,11,3,10,0.129995793016407,0.13603531300160498
WA01301,EPHRATA,2,22080,Ephrata city,,53,1990,5349,5026,12,276,2447,290,2666,3,7,0,5,0.112791172864732,0.108777194298575
WA02717,FIRCREST,2,23970,Fircrest town,,53,1990,5258,4868,147,275,2383,260,2551,17,67,12,80,0.115400755350399,0.101920815366523
WA03911,SELAH,2,63280,Selah city,,53,1990,5113,4650,24,337,2304,309,2453,1,17,5,15,0.146267361111111,0.125968202201386
WA02709,MILTON,2,46020,Milton city,,53,1990,4995,4697,30,301,2347,280,2429,3,20,1,12,0.128248828291436,0.115273775216138
WA01804,PORT ORCHARD,2,55785,Port Orchard city,,53,1990,4984,4554,96,377,2241,349,2389,21,65,6,32,0.16822846943328898,0.146086228547509
WA01805,POULSBO,2,55995,Poulsbo city,,53,1990,4848,4521,53,279,2107,294,2459,9,31,5,22,0.132415757000475,0.11956079707198
WA00604,WASHOUGAL,2,76405,Washougal city,,53,1990,4764,4588,2,285,2202,309,2427,0,2,0,0,0.129427792915531,0.127317676143387
WA00101,OTHELLO,2,52215,Othello city,,53,1990,4638,2342,13,128,1181,144,1240,0,7,2,8,0.10838272650296402,0.11612903225806501
WA01721,PACIFIC,2,52495,Pacific city,,53,1990,4622,4182,25,286,2144,307,2107,3,18,0,12,0.13339552238806,0.145704793545325
WA00303,PROSSER,2,56450,Prosser city,,53,1990,4476,3376,7,181,1688,212,1911,1,6,0,6,0.107227488151659,0.110936682365254
WA03302,COLVILLE,2,14170,Colville city,,53,1990,4360,4123,4,224,1948,244,2208,1,3,0,1,0.11498973305954802,0.11050724637681199
WA02904,BURLINGTON,2,8920,Burlington city,,53,1990,4349,3710,15,260,1865,285,2081,0,10,2,8,0.13941018766756,0.13695338779433
WA03112,MONROE,2,46685,Monroe city,,53,1990,4278,3986,24,253,1937,258,2104,1,13,2,11,0.130614352090862,0.122623574144487
WA02403,OMAK,2,51340,Omak city,,53,1990,4117,3366,12,182,1586,201,1825,0,3,2,9,0.114754098360656,0.11013698630137
WA03101,ARLINGTON,2,2585,Arlington city,,53,1990,4037,3896,7,255,1847,257,2073,0,3,0,4,0.138061721710883,0.12397491558128301
WA01726,LAKE FOREST PARK,2,37270,Lake Forest Park city,,53,1990,4031,3713,42,192,1856,163,1905,2,24,3,18,0.103448275862069,0.0855643044619423
WA00305,WEST RICHLAND,2,77665,West Richland city,,53,1990,3962,3696,37,198,1925,213,1843,1,21,5,17,0.10285714285714301,0.115572436245252
WA02707,FIFE,2,23795,Fife city,,53,1990,3864,3146,152,365,1710,334,1588,9,91,14,75,0.21345029239766103,0.21032745591939497
WA03913,WAPATO,2,76125,Wapato city,,53,1990,3795,994,13,44,535,51,658,2,9,1,8,0.0822429906542056,0.0775075987841945
WA00601,BATTLE GROUND,2,4475,Battle Ground city,,53,1990,3758,3579,10,249,1681,288,1969,2,5,1,5,0.148126115407496,0.146267140680548
WA01303,QUINCY,2,57115,Quincy city,,53,1990,3738,2268,8,203,1554,184,1465,1,7,0,2,0.130630630630631,0.12559726962457302
WA03203,MEDICAL LAKE,2,44690,Medical Lake city,,53,1990,3664,3263,125,320,1902,225,1499,18,86,12,42,0.16824395373291298,0.15010006671114098
WA00503,SEQUIM,2,63385,Sequim city,,53,1990,3616,3447,9,129,1471,128,2028,0,4,1,6,0.0876954452753229,0.0631163708086785
WA02704,BUCKLEY,2,8570,Buckley city,,53,1990,3516,3391,39,209,1740,223,1677,5,25,4,14,0.120114942528736,0.132975551580203
WA03119,LAKE STEVENS,2,37900,Lake Stevens city,,53,1990,3380,3229,8,214,1638,215,1639,2,4,1,5,0.130647130647131,0.13117754728493
WA02001,GOLDENDALE,2,27435,Goldendale city,,53,1990,3319,3041,11,193,1453,198,1618,0,6,2,5,0.132828630419821,0.12237330037082801
WA02718,GIG HARBOR,2,26735,Gig Harbor city,,53,1990,3236,3111,20,160,1424,164,1723,4,16,3,6,0.11235955056179801,0.0951828206616367
WA03904,UNION GAP,2,73290,Union Gap city,,53,1990,3120,2522,11,131,1230,152,1374,1,10,0,1,0.10650406504064999,0.11062590975254699
WA01405,MONTESANO,2,46895,Montesano city,,53,1990,3064,2963,7,186,1473,152,1512,1,6,0,3,0.12627291242362498,0.10052910052910101
WA01402,ELMA,2,21450,Elma city,,53,1990,3011,2797,6,173,1364,176,1499,1,4,0,2,0.12683284457478,0.11741160773849199
WA01720,MEDINA,2,44725,Medina city,,53,1990,2981,2826,8,163,1406,117,1446,3,4,2,4,0.115931721194879,0.0809128630705394
WA01725,CLYDE HILL,2,13365,Clyde Hill town,,53,1990,2972,2796,8,176,1363,161,1447,1,5,1,3,0.12912692589875302,0.111264685556323
WA00402,CHELAN,2,11615,Chelan city,,53,1990,2969,2729,3,139,1320,133,1443,0,3,0,0,0.10530303030303,0.0921690921690922
WA02501,RAYMOND,2,57430,Raymond city,,53,1990,2901,2536,6,139,1226,132,1350,1,6,0,2,0.113376835236542,0.0977777777777778
WA00502,FORKS,2,24810,Forks city,,53,1990,2862,2414,63,201,1303,164,1184,15,61,2,3,0.154259401381427,0.138513513513514
WA01718,DUVALL,2,19035,Duvall city,,53,1990,2770,2658,7,115,1327,139,1367,1,5,0,2,0.0866616428033157,0.1016825164594
WA03801,COLFAX,2,13785,Colfax city,,53,1990,2713,2601,1,143,1236,109,1381,0,1,0,0,0.11569579288025901,0.0789283128167994
WA00902,EAST WENATCHEE,2,20155,East Wenatchee city,,53,1990,2701,2542,4,168,1188,171,1398,0,2,0,2,0.141414141414141,0.12231759656652401
WA00805,WOODLAND,2,79625,Woodland city,,53,1990,2500,2317,2,128,1118,175,1245,0,1,0,1,0.11449016100178899,0.14056224899598402
WA03702,BLAINE,2,6505,Blaine city,,53,1990,2489,2343,17,139,1131,124,1243,4,11,2,6,0.12290008841733,0.0997586484312148
WA00701,DAYTON,2,16970,Dayton city,,53,1990,2468,2141,1,127,1157,134,1247,0,0,0,1,0.109766637856526,0.107457898957498
WA01408,OCEAN SHORES,2,50570,Ocean Shores city,,53,1990,2301,2200,12,96,1054,86,1169,0,7,1,5,0.0910815939278937,0.0735671514114628
WA03115,SULTAN,2,68260,Sultan town,,53,1990,2236,2163,6,128,1078,107,1099,0,4,1,2,0.11873840445269,0.097361237488626
WA00803,CASTLE ROCK,2,10565,Castle Rock city,,53,1990,2067,1951,10,117,922,142,1061,1,8,1,2,0.126898047722343,0.13383600377002802
WA03907,GRANGER,2,27960,Granger town,,53,1990,2053,552,1,39,342,44,371,1,2,1,2,0.114035087719298,0.11859838274932599
WA01101,CONNELL,2,14485,Connell city,,53,1990,2005,1114,5,76,598,70,622,1,3,0,2,0.127090301003344,0.112540192926045
WA03206,AIRWAY HEIGHTS,2,905,Airway Heights city,,53,1990,1971,1719,69,169,895,179,846,10,41,15,28,0.188826815642458,0.21158392434988202
WA03114,STANWOOD,2,67455,Stanwood city,,53,1990,1961,1883,0,107,855,99,1042,0,0,0,0,0.125146198830409,0.0950095969289827
WA03301,CHEWELAH,2,12140,Chewelah city,,53,1990,1945,1885,2,88,869,105,1030,1,2,0,0,0.10126582278480999,0.101941747572816
WA03906,ZILLAH,2,80500,Zillah city,,53,1990,1911,1517,5,92,758,93,811,0,0,2,5,0.121372031662269,0.11467324290998801
WA01409,WESTPORT,2,77630,Westport city,,53,1990,1892,1816,1,109,937,101,897,0,1,0,0,0.11632870864461,0.112597547380156
WA02006,WHITE SALMON,2,78330,White Salmon city,,53,1990,1861,1674,3,83,822,97,916,0,2,0,1,0.100973236009732,0.10589519650655
WA01902,CLE ELUM,2,12945,Cle Elum city,,53,1990,1778,1734,1,93,835,85,919,0,1,0,0,0.111377245508982,0.0924918389553863
WA00102,RITZVILLE,2,58725,Ritzville city,,53,1990,1725,1662,7,73,783,74,894,1,4,0,3,0.0932311621966794,0.0827740492170022
WA01714,ALGONA,2,1290,Algona city,,53,1990,1694,1505,14,93,802,78,733,0,9,0,5,0.11596009975062299,0.106412005457026
WA02602,NEWPORT,2,48820,Newport city,,53,1990,1691,1635,0,91,750,102,909,0,0,0,0,0.121333333333333,0.112211221122112
WA01311,WARDEN,2,76160,Warden town,,53,1990,1639,643,6,31,309,44,358,0,6,0,5,0.10032362459546901,0.122905027932961
WA02401,BREWSTER,2,7835,Brewster city,,53,1990,1633,1003,1,52,454,54,570,0,0,0,1,0.11453744493392098,0.0947368421052632
WA02502,SOUTH BEND,2,65625,South Bend city,,53,1990,1551,1349,3,80,664,93,705,1,2,1,1,0.120481927710843,0.131914893617021
WA01722,SNOQUALMIE,2,65205,Snoqualmie city,,53,1990,1546,1427,2,91,711,104,750,0,2,0,1,0.127988748241913,0.138666666666667
WA02404,OROVILLE,2,51970,Oroville town,,53,1990,1505,1350,1,84,684,82,737,0,0,1,1,0.12280701754386,0.111261872455902
WA02201,DAVENPORT,2,16795,Davenport city,,53,1990,1502,1466,0,51,713,61,759,0,0,0,0,0.0715287517531557,0.08036890645586299
WA03703,EVERSON,2,22745,Everson city,,53,1990,1490,1279,5,86,660,97,722,0,3,0,2,0.13030303030303,0.134349030470914
WA03909,MABTON,2,40980,Mabton town,,53,1990,1482,270,0,17,153,27,192,0,0,0,0,0.111111111111111,0.140625
WA01715,BLACK DIAMOND,2,6330,Black Diamond city,,53,1990,1422,1370,2,91,707,86,681,0,2,0,0,0.128712871287129,0.126284875183554
WA01201,POMEROY,2,55120,Pomeroy city,,53,1990,1393,1363,0,57,634,54,739,0,0,0,0,0.0899053627760252,0.0730717185385656
WA02705,EATONVILLE,2,20260,Eatonville town,,53,1990,1374,1317,2,84,642,63,695,0,2,0,0,0.130841121495327,0.0906474820143885
WA01406,COSMOPOLIS,2,14870,Cosmopolis city,,53,1990,1372,1307,0,75,638,81,689,0,0,0,0,0.117554858934169,0.117561683599419
WA03409,,2,80220,Yelm town,,53,1990,1337,1199,18,96,595,78,628,2,13,0,5,0.161344537815126,0.124203821656051
WA00605,RIDGEFIELD,2,58410,Ridgefield city,,53,1990,1297,1245,5,76,626,69,644,0,2,0,3,0.12140575079872198,0.107142857142857
WA03408,TENINO,2,70630,Tenino town,,53,1990,1292,1206,8,85,580,66,637,0,8,0,0,0.146551724137931,0.10361067503924601
WA03303,KETTLE FALLS,2,35485,Kettle Falls city,,53,1990,1272,1193,1,84,595,81,609,1,1,0,0,0.141176470588235,0.133004926108374
WA01716,CARNATION,2,10215,Carnation city,,53,1990,1243,1099,4,49,532,55,593,0,2,0,2,0.0921052631578947,0.0927487352445194
WA02504,LONG BEACH,2,40070,Long Beach city,,53,1990,1236,1192,1,51,534,57,673,0,1,0,0,0.0955056179775281,0.0846953937592868
WA01404,MCCLEARY,2,41225,McCleary town,,53,1990,1235,1177,1,68,591,90,600,0,0,0,1,0.11505922165820599,0.15
WA01747,MAPLE VALLEY,2,43150,Maple Valley CDP,,53,1990,1211,1154,7,52,579,56,594,0,3,2,4,0.0898100172711572,0.0942760942760943
WA00804,KALAMA,2,34645,Kalama city,,53,1990,1210,1173,2,75,571,84,611,0,2,0,0,0.131348511383538,0.137479541734861
WA01304,CITY OF SOAP LAKE,2,65345,Soap Lake city,,53,1990,1149,1082,9,49,516,43,587,0,5,1,4,0.0949612403100775,0.0732538330494037
WA02103,MORTON,2,47175,Morton city,,53,1990,1130,1105,1,57,526,60,584,0,1,0,0,0.108365019011407,0.10273972602739699
WA01310,ROYAL CITY,2,60230,Royal City city,,53,1990,1104,415,0,115,512,91,451,0,0,0,0,0.224609375,0.201773835920177
WA02407,COULEE DAM,2,15115,Coulee Dam town,,53,1990,1087,859,7,31,416,43,454,2,4,1,3,0.0745192307692308,0.0947136563876652
WA03111,GRANITE FALLS,2,27995,Granite Falls town,,53,1990,1060,1028,4,77,514,73,524,0,2,0,2,0.14980544747081698,0.13931297709923698
WA03109,DARRINGTON,2,16690,Darrington town,,53,1990,1042,1000,0,59,519,49,489,0,0,0,0,0.113680154142582,0.10020449897750501
WA02112,WINLOCK,2,79275,Winlock city,,53,1990,1027,964,0,66,462,59,533,0,0,0,0,0.14285714285714302,0.110694183864916
WA03406,RAINIER,2,57220,Rainier town,,53,1990,991,925,12,66,458,77,483,1,5,2,7,0.14410480349345,0.159420289855072
