ORI,AGENCY,Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,POP100,White_count,Black_count,Age1524_WhiteM,White_Males_All,Age1524_WhiteF,White_Females_All,Age1524_BlackM,Black_Males_All,Age1524_BlackF,Black_Females_All,Pct_WYM,Pct_WYF
VA08200,ROCKINGHAM,1,99165,Rockingham County,165.0,51,1990,57482,55881,864,3947,27497,3823,28663,183,491,62,378,0.143542931956213,0.133377525032272
VA08300,RUSSELL,1,99167,Russell County,167.0,51,1990,28667,28248,315,2056,13840,1994,14470,28,183,16,132,0.148554913294798,0.137802349689012
VA08400,SCOTT,1,99169,Scott County,169.0,51,1990,23204,22962,143,1644,11124,1590,11906,6,73,13,70,0.147788565264293,0.13354611120443502
VA08500,SHENANDOAH,1,99171,Shenandoah County,171.0,51,1990,31636,30860,358,1944,14989,1934,16080,27,173,26,186,0.129695109747148,0.12027363184079598
VA08600,SMYTH,1,99173,Smyth County,173.0,51,1990,32370,31508,656,2229,15087,2274,16509,69,352,119,308,0.14774309007755,0.137743049245866
VA08700,SOUTHAMPTON,1,99175,Southampton County,175.0,51,1990,17550,9605,7845,748,5017,501,4617,907,4164,504,3704,0.149093083516045,0.108512020792723
VA08800,SPOTSYLVANIA,1,99177,Spotsylvania County,177.0,51,1990,57403,49606,6153,3336,24914,3292,25306,478,3064,491,3114,0.133900618126355,0.130087726230933
VA08900,STAFFORD,1,99179,Stafford County,179.0,51,1990,61236,54761,4241,4782,28606,3820,26940,531,2351,287,1953,0.167167727050269,0.141796585003712
VA09000,SURRY,1,99181,Surry County,181.0,51,1990,6145,2704,3410,119,1345,131,1377,257,1605,271,1806,0.0884758364312268,0.0951343500363108
VA09100,SUSSEX,1,99183,Sussex County,183.0,51,1990,10248,4244,5951,258,2088,250,2165,469,2771,489,3184,0.12356321839080499,0.11547344110854499
VA09200,TAZEWELL,1,99185,Tazewell County,185.0,51,1990,45960,44349,1184,3314,21441,3072,23013,90,567,91,629,0.154563686395224,0.133489766653631
VA09300,WARREN,1,99187,Warren County,187.0,51,1990,26142,24492,1286,1614,12125,1591,12521,112,624,91,668,0.13311340206185598,0.127066528232569
VA09400,WASHINGTON,1,99191,Washington County,191.0,51,1990,45887,44967,681,3335,21893,3167,23188,57,333,51,349,0.152331795551089,0.13657926513714
VA09500,WESTMORELAND,1,99193,Westmoreland County,193.0,51,1990,15480,10187,5093,522,4967,458,5290,398,2421,409,2683,0.105093617877995,0.086578449905482
VA09600,WISE,1,99195,Wise County,195.0,51,1990,39573,38596,706,3039,18629,2891,20045,166,407,46,306,0.16313275001342,0.144225492641556
VA09700,WYTHE,1,99197,Wythe County,197.0,51,1990,25466,24430,880,1704,11638,1693,12833,76,387,85,493,0.146416910122014,0.13192550455856
VA09800,YORK,1,99199,York County,199.0,51,1990,42422,34061,6560,2435,17346,2185,17141,498,3197,442,3416,0.140378185172374,0.12747214281547198
VA12800,VIRGINIA BEACH,2,82000,Virginia Beach city,,51,1990,393069,309712,53720,28529,161529,22900,154879,5764,27386,4599,27285,0.17661844003244,0.147857359616217
VA11700,NORFOLK,2,57000,Norfolk city,,51,1990,261229,145136,100966,25391,82600,11421,65628,13845,50522,10111,51490,0.307397094430993,0.17402633022490402
VA12200,RICHMOND,2,67000,Richmond city,,51,1990,203056,87222,111644,6961,41054,7665,46974,8252,50313,9510,61809,0.16955716860720002,0.16317537361093398
VA11600,NEWPORT NEWS,2,56000,Newport News city,,51,1990,170045,104424,56450,8679,53483,7642,52935,4704,26880,4934,30197,0.16227586335845,0.144365731557571
VA10300,CHESAPEAKE,2,16000,Chesapeake city,,51,1990,151976,106310,41443,7280,53322,6763,54077,3359,19754,3205,21908,0.136529012415138,0.125062411006528
VA11100,HAMPTON,2,35000,Hampton city,,51,1990,133793,76909,51519,5815,39431,5182,38718,5066,24246,6189,27735,0.14747280058837,0.13383955782839999
VA09900,ALEXANDRIA,2,1000,Alexandria city,,51,1990,111183,71486,23957,4155,36021,4893,40768,1908,11562,1999,12777,0.115349379528608,0.120020604395604
VA12000,PORTSMOUTH,2,64000,Portsmouth city,,51,1990,103907,52579,48876,3968,26154,3592,27058,3684,22541,3951,26639,0.151716754607326,0.13275186636115
VA12300,ROANOKE,2,68000,Roanoke city,,51,1990,96397,71524,23275,4154,33409,4413,38498,1826,10649,2102,12746,0.124337753300009,0.114629331393839
VA11400,LYNCHBURG,2,47672,Lynchburg city,,51,1990,66049,47591,17371,4296,21643,5356,26210,1285,7765,1576,9680,0.19849373931525197,0.20434948492941604
VA10700,DANVILLE,2,21344,Danville city,,51,1990,53056,33106,19345,2069,15199,1951,18048,1387,8814,1606,10617,0.13612737680110498,0.108100620567376
VA12700,SUFFOLK,2,76432,Suffolk city,,51,1990,52141,28367,23141,1702,14045,1625,14466,1569,10472,1821,12773,0.121181915272339,0.112332365546799
VA10200,CHARLOTTESVILLE,2,14968,Charlottesville city,,51,1990,40341,30345,8520,4160,14548,4186,16136,677,3837,867,4724,0.28594995875721696,0.25941993058998497
VA11900,PETERSBURG,2,61832,Petersburg city,,51,1990,38386,10051,27502,508,4737,519,5457,2212,12764,2359,14924,0.107240869748786,0.0951072017592084
VA06001,BLACKSBURG,2,7784,Blacksburg town,,51,1990,34590,29835,1444,9979,16612,7231,13631,435,766,383,711,0.6007103298820129,0.530481989582569
VA11200,HARRISONBURG,2,35624,Harrisonburg city,,51,1990,30707,27691,2005,4943,12950,5866,15018,409,890,598,1128,0.38169884169884205,0.3905979491277129
VA07501,MANASSAS,2,48952,Manassas city,,51,1990,27957,22545,2841,1795,11855,1659,11477,244,1464,211,1425,0.151412905946858,0.14454996950422597
VA12600,STAUNTON,2,75216,Staunton city,,51,1990,24461,21077,3072,1233,9807,1731,11374,233,1640,223,1441,0.12572652187213199,0.152189203446457
VA08001,SALEM,2,70000,Salem city,,51,1990,23756,22396,1051,1737,10704,1838,11769,62,559,48,506,0.162275784753363,0.156172996856147
VA11300,HOPEWELL,2,38424,Hopewell city,,51,1990,23101,16456,5863,1173,8044,1151,8643,464,2710,501,3200,0.145822973644953,0.133171352539627
VA13100,WINCHESTER,2,86720,Winchester city,,51,1990,21947,19297,2190,1448,9225,1527,10228,199,1122,174,1077,0.15696476964769598,0.149296050058663
VA10750,FAIRFAX CITY,2,26496,Fairfax city,,51,1990,19622,16100,936,1309,8175,1315,8655,101,474,111,492,0.160122324159021,0.151935297515887
VA10900,FREDERICKSBURG,2,29744,Fredericksburg city,,51,1990,19027,14245,4081,1599,6519,2424,7949,369,1939,423,2176,0.245283018867925,0.304944018115486
VA12900,WAYNESBORO,2,83680,Waynesboro city,,51,1990,18549,16586,1738,1127,7897,1018,8784,138,815,126,934,0.142712422438901,0.115892531876138
VA10000,BRISTOL,2,9816,Bristol city,,51,1990,18426,17194,1058,1117,7687,1292,9553,97,481,78,582,0.14531026408221698,0.1352454726264
VA05301,LEESBURG,2,44984,Leesburg town,,51,1990,16202,13560,1980,928,6649,945,7171,159,929,185,1058,0.139569860129343,0.13178078371217403
VA11500,MARTINSVILLE,2,49784,Martinsville city,,51,1990,16162,10119,5929,485,4573,516,5561,435,2670,486,3284,0.106057292805598,0.0927890667146197
VA02902,HERNDON,2,36648,Herndon town,,51,1990,16139,11640,1527,874,6335,839,6191,112,758,122,799,0.137963693764799,0.13551930221289
VA10500,COLONIAL HEIGHTS,2,18448,Colonial Heights city,,51,1990,16064,15398,128,1035,7257,1015,8245,27,55,11,74,0.14262091773460098,0.12310491206792001
VA12100,RADFORD,2,65392,Radford city,,51,1990,15940,14521,952,3032,6498,4409,8145,147,410,206,547,0.466605109264389,0.5413136893799879
VA06003,CHRISTIANSBURG,2,16608,Christiansburg town,,51,1990,15004,14083,796,982,6683,1002,7466,84,390,63,406,0.14693999700733198,0.134208411465309
VA02903,VIENNA,2,81072,Vienna town,,51,1990,14852,12137,608,764,6329,689,6252,40,295,44,315,0.12071417285511099,0.110204734484965
VA09301,FRONT ROYAL,2,29968,Front Royal town,,51,1990,11880,10702,1002,726,5109,709,5661,89,483,72,519,0.142102172636524,0.12524288994877197
VA13000,WILLIAMSBURG,2,86160,Williamsburg city,,51,1990,11530,9272,1739,2319,4365,2669,5003,202,787,294,967,0.53127147766323,0.5334799120527679
VA09801,POQUOSON,2,63768,Poquoson city,,51,1990,11005,10643,82,753,5353,740,5375,7,42,6,42,0.140668783859518,0.137674418604651
VA07701,PULASKI,2,64880,Pulaski town,,51,1990,9985,9083,820,627,4200,668,4918,62,381,73,447,0.149285714285714,0.135827572183815
VA10800,FALLS CHURCH,2,27200,Falls Church city,,51,1990,9578,8189,284,412,4090,423,4443,13,140,26,158,0.100733496332518,0.0952059419311276
VA02401,CULPEPER,2,20752,Culpeper town,,51,1990,8581,6841,1456,434,3170,493,3710,108,706,102,755,0.136908517350158,0.13288409703504
VA09701,WYTHEVILLE,2,88000,Wytheville town,,51,1990,8038,7301,663,448,3241,486,4080,59,286,68,377,0.138228941684665,0.11911764705882401
VA10850,FRANKLIN,2,29600,Franklin city,,51,1990,7864,3630,4192,200,1714,169,1923,276,1819,321,2380,0.116686114352392,0.0878835153406136
VA08002,VINTON,2,81280,Vinton town,,51,1990,7665,7343,242,543,3387,538,4008,18,117,21,128,0.16031886625332198,0.134231536926148
VA09401,ABINGDON,2,148,Abingdon town,,51,1990,7003,6670,288,419,3064,414,3619,20,132,24,157,0.13674934725848598,0.11439624205581699
VA12400,SOUTH BOSTON,2,73712,South Boston city,,51,1990,6997,4356,2549,230,1927,255,2449,195,1131,235,1438,0.119356512714063,0.10412413229889801
VA10600,COVINGTON,2,19728,Covington city,,51,1990,6991,5936,969,371,2761,395,3192,76,474,67,495,0.134371604491126,0.12374686716792001
VA08102,LEXINGTON,2,45512,Lexington city,,51,1990,6959,5982,809,2111,3562,649,2465,146,409,80,402,0.592644581695677,0.26328600405679503
VA07502,MANASSAS PARK,2,48968,Manassas Park city,,51,1990,6734,5760,481,464,2959,463,2982,40,239,49,251,0.156809733017911,0.15526492287055702
VA11000,GALAX,2,30208,Galax city,,51,1990,6670,6192,387,368,2787,382,3432,33,174,39,213,0.132041621815572,0.111305361305361
VA08601,MARION,2,49464,Marion town,,51,1990,6630,6095,445,378,2796,439,3326,52,253,96,194,0.13519313304721,0.131990378833434
VA10100,BUENA VISTA,2,11032,Buena Vista city,,51,1990,6406,6086,280,430,2765,629,3328,23,135,25,147,0.15551537070524402,0.189002403846154
VA01001,BEDFORD,2,5544,Bedford city,,51,1990,6073,4653,1327,244,2244,258,2447,76,586,84,752,0.10873440285205001,0.10543522680833699
VA07301,FARMVILLE,2,27440,Farmville town,,51,1990,6046,4448,1498,780,1703,1510,2772,120,648,221,851,0.45801526717557295,0.544733044733045
VA04201,ASHLAND,2,3368,Ashland town,,51,1990,5864,4784,979,651,2201,789,2615,88,481,71,508,0.295774647887324,0.301720841300191
VA09201,BLUEFIELD,2,8152,Bluefield town,,51,1990,5363,5043,231,402,2361,374,2697,22,110,19,121,0.170266836086404,0.138672599184279
VA04001,EMPORIA,2,25808,Emporia city,,51,1990,5306,2825,2387,150,1323,148,1526,160,1145,181,1275,0.11337868480725599,0.0969855832241153
VA03002,WARRENTON,2,83136,Warrenton town,,51,1990,4830,3854,880,209,1688,260,2206,50,416,55,466,0.12381516587677699,0.11786038077969199
VA09602,BIG STONE GAP,2,7480,Big Stone Gap town,,51,1990,4748,4439,248,306,2025,297,2423,15,106,14,142,0.151111111111111,0.122575319851424
VA04601,SMITHFIELD,2,73200,Smithfield town,,51,1990,4686,3035,1599,143,1476,126,1580,128,679,138,924,0.0968834688346883,0.079746835443038
VA06901,LURAY,2,47528,Luray town,,51,1990,4587,4259,278,271,1942,266,2334,28,149,18,131,0.13954685890834198,0.11396743787489301
VA09203,RICHLANDS,2,66928,Richlands town,,51,1990,4456,4431,1,321,2059,309,2383,0,1,0,0,0.155900922778048,0.129668485102812
VA07506,DUMFRIES,2,23760,Dumfries town,,51,1990,4282,3025,981,223,1569,233,1549,70,491,78,508,0.142128744423199,0.15041962556488098
VA11800,NORTON,2,57688,Norton city,,51,1990,4247,3900,268,279,1802,289,2121,33,127,31,142,0.154827968923418,0.136256482791136
VA05805,SOUTH HILL,2,73904,South Hill town,,51,1990,4217,2879,1304,171,1313,165,1575,114,574,106,733,0.13023610053313,0.104761904761905
VA09204,TAZEWELL,2,77792,Tazewell town,,51,1990,4176,3767,392,242,1716,240,2057,27,169,37,223,0.141025641025641,0.11667476908118599
VA03301,ROCKY MOUNT,2,68496,Rocky Mount town,,51,1990,4098,3187,883,181,1425,200,1766,64,416,91,469,0.127017543859649,0.113250283125708
VA08201,BRIDGEWATER,2,9656,Bridgewater town,,51,1990,3918,3793,72,493,1677,599,2141,18,41,7,31,0.293977340488968,0.279775805698272
VA08504,STRASBURG,2,76000,Strasburg town,,51,1990,3762,3549,152,252,1685,266,1907,5,62,11,90,0.149554896142433,0.139486103828002
VA01601,ALTAVISTA,2,1528,Altavista town,,51,1990,3686,2929,739,139,1358,161,1577,64,328,72,411,0.10235640648011801,0.10209258084971501
VA00101,CHINCOTEAGUE,2,16512,Chincoteague town,,51,1990,3572,3494,39,203,1695,184,1820,2,11,6,28,0.11976401179941,0.10109890109890099
VA06701,BLACKSTONE,2,7832,Blackstone town,,51,1990,3497,1920,1539,107,838,119,1089,115,714,92,831,0.12768496420047698,0.109274563820018
VA08301,LEBANON,2,44696,Lebanon town,,51,1990,3386,3234,132,236,1537,239,1705,15,68,10,64,0.153545868575146,0.14017595307917902
VA09606,WISE,2,87072,Wise town,,51,1990,3193,3114,16,229,1462,233,1657,2,10,2,6,0.156634746922025,0.14061557030778501
VA08503,WOODSTOCK,2,87712,Woodstock town,,51,1990,3182,3032,93,194,1345,188,1717,10,51,6,43,0.14423791821561302,0.10949330227140401
VA09501,COLONIAL BEACH,2,18400,Colonial Beach town,,51,1990,3132,2668,402,124,1265,125,1415,23,162,42,240,0.0980237154150198,0.08833922261484099
VA02201,BERRYVILLE,2,6968,Berryville town,,51,1990,3097,2676,405,160,1200,161,1490,32,174,33,231,0.133333333333333,0.108053691275168
VA05002,WEST POINT,2,84960,West Point town,,51,1990,2938,2313,555,145,1089,148,1239,34,260,32,299,0.133149678604224,0.119451170298628
VA06801,ORANGE,2,59496,Orange town,,51,1990,2582,2190,365,108,983,120,1226,30,178,20,187,0.109867751780264,0.0978792822185971
VA05802,CHASE CITY,2,14984,Chase City town,,51,1990,2442,1614,820,91,714,80,903,46,350,67,470,0.127450980392157,0.08859357696567
VA08602,SALTVILLE,2,70096,Saltville town,,51,1990,2300,2278,7,147,1064,157,1222,0,3,0,4,0.13815789473684198,0.12847790507365
VA06702,CREWE,2,20160,Crewe town,,51,1990,2276,1913,345,106,922,90,994,26,152,30,195,0.114967462039046,0.0905432595573441
VA09104,WAVERLY,2,83600,Waverly town,,51,1990,2223,940,1259,61,455,51,490,88,600,87,661,0.134065934065934,0.10408163265306099
VA08401,GATE CITY,2,30496,Gate City town,,51,1990,2214,2069,124,126,933,135,1151,5,62,13,62,0.135048231511254,0.117289313640313
VA06902,SHENANDOAH,2,71776,Shenandoah town,,51,1990,2213,2173,11,146,1002,149,1186,0,4,2,7,0.145708582834331,0.125632377740304
VA09603,COEBURN,2,17952,Coeburn town,,51,1990,2165,2094,64,157,994,133,1104,5,35,4,29,0.15794768611670001,0.120471014492754
VA03505,NARROWS,2,54904,Narrows town,,51,1990,2082,2058,5,128,972,136,1093,0,3,0,2,0.131687242798354,0.124428179322964
VA03502,PEARISBURG,2,61208,Pearisburg town,,51,1990,2064,2030,31,133,940,133,1090,4,17,0,14,0.141489361702128,0.12201834862385301
VA07702,DUBLIN,2,23648,Dublin town,,51,1990,2012,1868,138,156,858,183,1010,8,61,11,77,0.18181818181818202,0.18118811881188102
VA01801,HILLSVILLE,2,37336,Hillsville town,,51,1990,2008,1981,3,134,901,146,1088,2,2,0,1,0.148723640399556,0.134191176470588
VA09601,APPALACHIA,2,2040,Appalachia town,,51,1990,1994,1902,81,148,877,150,1028,2,29,5,53,0.168757126567845,0.14591439688716
VA08603,CHILHOWIE,2,16480,Chilhowie town,,51,1990,1971,1865,91,106,839,119,1033,10,39,14,54,0.126340882002384,0.11519845111326199
VA08204,ELKTON,2,25408,Elkton town,,51,1990,1935,1878,29,127,894,147,999,4,20,2,9,0.14205816554809803,0.147147147147147
VA05202,PENNINGTON GAP,2,61560,Pennington Gap town,,51,1990,1922,1847,62,128,818,138,1033,2,23,3,39,0.15647921760391198,0.133591481122943
VA05503,VICTORIA,2,81024,Victoria town,,51,1990,1830,1527,285,78,697,91,841,19,136,20,150,0.111908177905308,0.10820451843044
VA05303,PURCELLVILLE,2,65008,Purcellville town,,51,1990,1744,1512,212,79,699,84,826,15,93,21,119,0.11301859799713901,0.101694915254237
VA08502,MOUNT JACKSON,2,53992,Mount Jackson town,,51,1990,1583,1523,16,107,715,97,828,1,6,3,10,0.14965034965035,0.11714975845410601
VA02802,TAPPAHANNOCK,2,77568,Tappahannock town,,51,1990,1550,1155,374,45,489,56,669,22,170,20,204,0.0920245398773006,0.0837070254110613
VA02601,CLINTWOOD,2,17552,Clintwood town,,51,1990,1542,1530,0,107,696,101,842,0,0,0,0,0.153735632183908,0.11995249406175802
VA01301,LAWRENCEVILLE,2,44520,Lawrenceville town,,51,1990,1486,602,874,28,267,35,335,232,408,269,466,0.104868913857678,0.10447761194029902
VA08205,GROTTOES,2,33488,Grottoes town,,51,1990,1455,1373,70,92,644,88,731,4,37,4,33,0.14285714285714302,0.120383036935705
VA09403,GLADE SPRINGS,2,31056,Glade Spring town,,51,1990,1435,1294,130,83,607,84,695,7,68,9,62,0.13673805601318,0.120863309352518
VA08505,NEW MARKET,2,55848,New Market town,,51,1990,1435,1381,16,64,631,98,760,0,8,1,8,0.101426307448494,0.128947368421053
VA00102,ONANCOCK,2,59336,Onancock town,,51,1990,1434,1069,339,58,471,43,604,29,154,21,199,0.123142250530786,0.0711920529801325
VA06501,CAPE CHARLES,2,12808,Cape Charles town,,51,1990,1398,736,629,53,354,44,406,35,254,33,375,0.149717514124294,0.10837438423645301
VA08402,WEBER CITY,2,83808,Weber City town,,51,1990,1377,1361,6,74,629,97,735,0,3,0,3,0.11764705882352902,0.131972789115646
VA07101,CHATHAM,2,15000,Chatham town,,51,1990,1354,979,366,52,444,52,541,30,186,25,182,0.11711711711711699,0.0961182994454713
VA06802,GORDONSVILLE,2,31936,Gordonsville town,,51,1990,1351,966,374,61,452,62,517,28,168,23,206,0.134955752212389,0.119922630560928
VA01602,BROOKNEAL,2,10296,Brookneal town,,51,1990,1344,1033,307,70,496,51,538,18,137,25,170,0.141129032258065,0.0947955390334572
VA07102,GRETNA,2,33232,Gretna town,,51,1990,1339,824,510,44,376,36,452,32,222,50,289,0.11702127659574499,0.079646017699115
VA01401,GRUNDY,2,33648,Grundy town,,51,1990,1305,1114,54,86,551,71,589,10,42,7,20,0.15607985480943698,0.120543293718166
VA07103,HURT,2,39224,Hurt town,,51,1990,1294,1218,72,87,581,67,638,3,33,5,39,0.14974182444062,0.105015673981191
VA09205,CEDAR BLUFF,2,13784,Cedar Bluff town,,51,1990,1290,1284,0,81,606,100,678,0,0,0,0,0.133663366336634,0.14749262536873198
VA05501,KENBRIDGE,2,41832,Kenbridge town,,51,1990,1264,840,420,57,404,31,439,31,195,32,226,0.141089108910891,0.0706150341685649
VA05803,CLARKSVILLE,2,16992,Clarksville town,,51,1990,1243,1048,193,50,473,63,576,15,71,14,122,0.10570824524312901,0.109375
VA01201,BUCHANAN,2,10744,Buchanan town,,51,1990,1222,1110,108,84,537,74,576,11,49,2,59,0.156424581005587,0.128472222222222
VA08202,,2,10040,Broadway town,,51,1990,1209,1193,1,86,562,85,640,0,1,0,0,0.153024911032028,0.1328125
VA06903,STANLEY,2,75024,Stanley town,,51,1990,1186,1180,2,80,572,76,610,0,2,0,0,0.13986013986014,0.12459016393442598
VA03402,STEPHENS CITY,2,75344,Stephens City town,,51,1990,1186,1090,76,91,515,102,580,5,33,9,43,0.17669902912621396,0.17586206896551698
VA06502,EXMORE,2,26416,Exmore town,,51,1990,1115,822,273,55,382,51,455,14,131,26,142,0.14397905759162302,0.11208791208791198
VA05101,KILMARNOCK,2,42424,Kilmarnock town,,51,1990,1109,989,114,36,415,55,575,7,50,10,64,0.0867469879518072,0.0956521739130435
VA05401,LOUISA,2,47144,Louisa town,,51,1990,1088,899,171,53,414,52,489,6,82,6,92,0.12801932367149801,0.10633946830265802
VA03401,MIDDLETOWN,2,51512,Middletown town,,51,1990,1061,993,58,62,471,74,528,5,29,5,29,0.131634819532909,0.140151515151515
VA00501,AMHERST,2,1672,Amherst town,,51,1990,1060,754,298,35,346,37,409,18,130,33,171,0.101156069364162,0.0904645476772616
VA09605,SAINT PAUL,2,69936,St. Paul town,,51,1990,1007,978,16,69,425,72,561,4,5,4,11,0.162352941176471,0.128342245989305
VA09604,POUND,2,64272,Pound town,,51,1990,995,983,0,55,486,80,509,0,0,0,0,0.113168724279835,0.157170923379175
VA03802,INDEPENDENCE,2,39528,Independence town,,51,1990,988,904,72,46,412,48,492,0,27,0,45,0.11165048543689302,0.0975609756097561
VA07901,WARSAW,2,83168,Warsaw town,,51,1990,961,871,84,25,359,36,512,3,41,2,43,0.0696378830083565,0.0703125
VA08302,HONAKER,2,38280,Honaker town,,51,1990,950,950,0,61,424,86,526,0,0,0,0,0.14386792452830202,0.16349809885931602
VA05201,JONESVILLE,2,41272,Jonesville town,,51,1990,927,900,6,61,434,53,484,0,4,1,2,0.140552995391705,0.10950413223140501
VA08203,DAYTON,2,21648,Dayton town,,51,1990,921,901,5,51,441,52,460,0,1,0,4,0.115646258503401,0.11304347826087
VA09402,DAMASCUS,2,21184,Damascus town,,51,1990,918,899,17,35,397,39,502,2,8,0,9,0.0881612090680101,0.0776892430278884
VA00103,PARKSLEY,2,60680,Parksley town,,51,1990,779,770,0,32,336,43,438,0,0,0,0,0.0952380952380952,0.0981735159817352
VA03801,FRIES,2,29920,Fries town,,51,1990,690,674,2,47,311,44,376,0,1,0,1,0.15112540192926,0.11702127659574499
VA04101,HALIFAX,2,34064,Halifax town,,51,1990,688,528,148,17,233,30,297,11,66,10,82,0.0729613733905579,0.101010101010101
VA07504,QUANTICO,2,65120,Quantico town,,51,1990,670,408,168,55,221,57,219,13,93,24,79,0.24886877828054302,0.26027397260274
VA05302,MIDDLEBURG,2,51448,Middleburg town,,51,1990,549,390,155,18,163,13,231,15,75,7,80,0.110429447852761,0.0562770562770563
VA00105,ONLEY,2,59384,Onley town,,51,1990,532,491,17,19,221,28,274,0,12,0,6,0.085972850678733,0.10218978102189802
VA07505,HAYMARKET,2,35976,Haymarket town,,51,1990,483,476,1,48,264,51,213,0,1,0,0,0.18181818181818202,0.23943661971831
WA00100,ADAMS,1,99001,Adams County,1.0,53,1990,13603,8933,29,466,4529,472,4571,1,16,2,15,0.10289247074409401,0.10325968059505601
WA00200,ASOTIN,1,99003,Asotin County,3.0,53,1990,17605,16939,37,965,8146,1043,8990,3,21,3,17,0.118463049349374,0.11601779755283599
WA00300,BENTON,1,99005,Benton County,5.0,53,1990,112560,99778,1054,6406,50724,6523,52108,68,544,102,541,0.126291301947796,0.12518231365625201
WA00400,CHELAN,1,99007,Chelan County,7.0,53,1990,52250,46533,75,2746,23579,2654,24754,11,51,7,29,0.116459561474193,0.107214995556274
WA00500,CLALLAM,1,99009,Clallam County,9.0,53,1990,56464,51838,302,2757,25957,2536,26552,57,263,14,58,0.10621412335786098,0.0955106959927689
WA00600,CLARK,1,99011,Clark County,11.0,53,1990,238053,221552,2873,14815,111072,14517,114120,278,1588,233,1388,0.13338195044655698,0.127208201892744
WA00700,COLUMBIA,1,99013,Columbia County,13.0,53,1990,4024,3515,1,210,1921,211,1953,0,0,0,1,0.10931806350858901,0.108038914490527
WA00800,COWLITZ,1,99015,Cowlitz County,15.0,53,1990,82119,77738,282,4991,38666,4992,39850,22,154,27,134,0.129079811720892,0.12526976160602302
WA00900,DOUGLAS,1,99017,Douglas County,17.0,53,1990,26205,23075,41,1507,12106,1372,12235,10,26,2,19,0.124483727077482,0.112137310993053
WA01000,FERRY,1,99019,Ferry County,19.0,53,1990,6295,5044,20,395,2662,294,2422,9,12,4,8,0.14838467317806198,0.12138728323699399
WA01100,FRANKLIN,1,99021,Franklin County,21.0,53,1990,37473,23784,1251,1832,13617,1664,13300,94,630,94,680,0.134537710215172,0.12511278195488698
WA01200,GARFIELD,1,99023,Garfield County,23.0,53,1990,2248,2207,0,100,1087,84,1135,0,0,0,0,0.0919963201471941,0.0740088105726872
WA01300,GRANT,1,99025,Grant County,25.0,53,1990,54758,43580,569,3073,23570,2814,23406,72,322,39,277,0.130377598642342,0.12022558318379901
WA01400,GRAYS HARBOR,1,99027,Grays Harbor County,27.0,53,1990,64175,59576,116,3640,29892,3435,30338,10,72,4,47,0.121771711494714,0.113224339112664
WA01500,ISLAND,1,99029,Island County,29.0,53,1990,60195,53871,1424,4408,28770,2989,26264,311,897,137,557,0.153215154675009,0.113805970149254
WA01600,JEFFERSON,1,99031,Jefferson County,31.0,53,1990,20146,19070,78,827,9502,802,9750,10,47,7,37,0.0870343085666175,0.0822564102564103
WA01700,KING,1,99033,King County,33.0,53,1990,1507319,1255190,74669,81089,629092,80861,649440,6213,38998,6025,37291,0.128898475898597,0.12450880758807599
WA01800,KITSAP,1,99035,Kitsap County,35.0,53,1990,189731,167850,4973,13325,87523,10567,83540,965,3060,375,2047,0.15224569541720498,0.126490304045966
WA01900,KITTITAS,1,99037,Kittitas County,37.0,53,1990,26725,25222,147,3141,12651,3070,12878,45,89,25,62,0.24828076831871,0.23839105451157
WA02000,KLICKITAT,1,99039,Klickitat County,39.0,53,1990,16616,14955,24,881,7687,818,7696,3,17,2,9,0.11460908026538301,0.10628898128898101
WA02100,LEWIS,1,99041,Lewis County,41.0,53,1990,59358,56834,182,3660,28237,3542,29426,60,133,13,56,0.129617168962709,0.120369741045334
WA02200,LINCOLN,1,99043,Lincoln County,43.0,53,1990,8864,8603,12,385,4324,363,4333,1,4,1,11,0.0890379278445883,0.0837756750519271
WA02300,MASON,1,99045,Mason County,45.0,53,1990,38341,35299,308,2154,18316,1719,17453,93,304,3,28,0.11760209652762599,0.0984930957428522
WA02400,OKANOGAN,1,99047,Okanogan County,47.0,53,1990,33350,26892,47,1511,13744,1346,13871,6,26,6,26,0.10993888242142,0.0970369836349218
WA02500,PACIFIC,1,99049,Pacific County,49.0,53,1990,18882,17431,55,943,8695,820,8988,28,46,2,11,0.10845313398504902,0.0912327547841567
WA02600,PEND OREILLE,1,99051,Pend Oreille County,51.0,53,1990,8915,8564,12,470,4294,448,4346,0,5,1,7,0.109455053563111,0.103083294983893
WA02700,PIERCE,1,99053,Pierce County,53.0,53,1990,586203,488396,41105,38004,248943,34152,249699,4825,22906,3503,19304,0.15266145262168399,0.136772674299857
WA02800,SAN JUAN,1,99055,San Juan County,55.0,53,1990,10035,9728,23,327,4848,318,4963,4,16,1,7,0.067450495049505,0.0640741487003828
WA02900,SKAGIT,1,99057,Skagit County,57.0,53,1990,79555,72420,264,4367,36468,4112,37665,62,168,37,112,0.119748820884063,0.10917297225541
WA03000,SKAMANIA,1,99059,Skamania County,59.0,53,1990,8289,7868,4,468,4073,425,3914,0,2,1,3,0.11490301988706099,0.10858456821665802
WA03100,SNOHOMISH,1,99061,Snohomish County,61.0,53,1990,465642,428056,4640,26850,216662,26639,217874,402,2777,302,1990,0.123925746092993,0.12226791631860601
WA03200,SPOKANE,1,99063,Spokane County,63.0,53,1990,361364,337561,4972,24445,166039,24364,175835,524,2911,367,2194,0.147224447268413,0.138561719794125
