Govt_level,place_fips,placename,CNTY,STATEFP,YEAR,P012HVD01,P012HVD02,P012HVD03,P012HVD04,P012HVD05,P012HVD06,P012HVD07,P012HVD08,P012HVD09,P012HVD10,P012HVD11,P012HVD12,P012HVD13,P012HVD14,P012HVD15,P012HVD16,P012HVD17,P012HVD18,P012HVD19,P012HVD20,P012HVD21,P012HVD22,P012HVD23,P012HVD24,P012HVD25,P012HVD26,P012HVD27,P012HVD28,P012HVD29,P012HVD30,P012HVD31,P012HVD32,P012HVD33,P012HVD34,P012HVD35,P012HVD36,P012HVD37,P012HVD38,P012HVD39,P012HVD40,P012HVD41,P012HVD42,P012HVD43,P012HVD44,P012HVD45,P012HVD46,P012HVD47,P012HVD48,P012HVD49
1,99095,Iowa County,095,19,2000,152,75,9,10,10,3,5,1,0,5,6,7,5,3,2,5,0,0,1,1,0,1,0,0,1,77,11,8,11,9,2,1,0,4,5,4,3,2,5,2,3,1,1,0,1,0,1,2,1
1,99097,Jackson County,097,19,2000,121,65,6,6,5,7,4,1,3,8,2,4,3,3,3,1,1,0,0,1,2,3,0,1,1,56,2,7,3,8,1,1,0,3,3,4,4,5,2,3,2,1,0,0,2,3,1,1,0
1,99099,Jasper County,099,19,2000,375,213,25,28,16,10,9,13,1,15,16,15,22,10,6,10,9,0,1,1,1,0,4,1,0,162,28,18,15,7,3,0,5,8,11,17,9,13,3,6,2,1,4,0,1,2,5,1,3
1,99101,Jefferson County,101,19,2000,297,132,17,18,7,6,7,0,1,10,15,10,10,8,7,11,2,1,0,0,1,0,1,0,0,165,16,11,16,5,6,1,5,10,25,11,12,13,9,9,5,2,1,0,4,1,0,1,2
1,99103,Johnson County,103,19,2000,2781,1456,138,144,90,46,79,54,58,144,209,135,121,86,53,40,23,4,5,3,4,1,8,8,3,1325,142,122,86,40,91,59,69,116,196,111,73,69,52,29,25,6,6,4,4,3,15,3,4
1,99105,Jones County,105,19,2000,213,147,10,12,9,5,4,4,8,15,19,16,9,19,5,4,2,1,0,1,0,2,0,1,1,66,9,6,16,4,1,0,1,2,4,3,4,5,1,1,2,1,0,2,1,1,0,0,2
1,99107,Keokuk County,107,19,2000,61,30,9,2,3,2,1,0,0,0,1,5,2,0,2,1,0,0,1,0,0,0,0,0,1,31,4,6,5,1,0,0,0,1,2,1,3,2,1,2,0,0,0,0,1,0,0,2,0
1,99109,Kossuth County,109,19,2000,139,60,5,13,8,6,4,3,2,1,1,1,0,4,3,3,3,1,1,0,0,0,0,0,1,79,9,5,9,9,4,1,1,0,6,4,4,7,4,5,1,0,2,0,0,1,1,1,5
1,99111,Lee County,111,19,2000,902,475,48,44,48,18,10,8,5,26,39,26,30,40,34,26,17,4,4,4,12,19,7,5,1,427,47,38,48,21,7,6,6,15,24,28,31,26,30,21,15,1,11,7,11,13,9,5,7
1,99113,Linn County,113,19,2000,2722,1395,187,127,124,64,67,37,34,84,180,113,90,77,59,55,31,8,10,10,12,13,7,4,2,1327,152,166,107,64,85,26,40,77,134,91,91,66,65,42,27,8,18,8,14,18,14,4,10
1,99115,Louisa County,115,19,2000,1537,803,109,113,73,43,26,7,16,45,75,99,81,45,27,20,11,5,2,0,1,4,0,1,0,734,117,100,85,25,23,9,16,51,77,74,54,32,20,12,11,2,11,5,1,6,1,1,1
1,99117,Lucas County,117,19,2000,82,41,5,7,6,1,1,0,1,3,4,6,0,1,2,1,1,1,0,0,1,0,0,0,0,41,6,5,4,1,2,0,0,0,4,5,2,3,2,1,1,0,2,1,0,0,1,0,1
1,99119,Lyon County,119,19,2000,42,19,0,7,1,0,0,1,2,1,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,23,4,6,2,0,1,0,0,2,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0
1,99121,Madison County,121,19,2000,105,53,7,10,6,1,0,0,0,1,4,10,5,1,1,2,1,1,1,0,0,0,0,2,0,52,5,1,5,9,0,1,1,2,7,3,3,3,0,5,2,1,1,0,0,1,1,1,0
1,99123,Mahaska County,123,19,2000,190,100,9,9,14,6,6,6,1,5,9,6,11,7,4,5,0,0,0,1,0,0,1,0,0,90,7,15,9,9,6,0,3,3,5,5,7,7,6,2,0,1,1,0,1,3,0,0,0
1,99125,Marion County,125,19,2000,257,113,7,11,16,9,8,4,2,8,5,9,9,5,6,7,4,0,0,0,1,2,0,0,0,144,15,13,20,14,13,5,3,4,10,8,7,11,6,5,6,1,0,0,0,1,1,0,1
1,99127,Marshall County,127,19,2000,3523,1975,302,219,176,96,93,55,49,160,206,205,131,101,77,44,25,10,12,1,4,3,2,2,2,1548,279,219,149,83,54,37,29,109,148,130,107,70,41,42,17,6,2,4,6,4,3,4,5
1,99129,Mills County,129,19,2000,179,82,15,6,6,9,4,1,2,3,6,6,7,7,1,3,3,0,1,1,0,0,1,0,0,97,15,14,12,5,5,1,1,1,11,2,9,6,6,4,2,0,1,1,0,0,0,1,0
1,99131,Mitchell County,131,19,2000,63,27,3,6,2,1,0,0,0,1,4,2,3,0,1,0,1,0,1,0,1,0,1,0,0,36,6,3,7,0,2,0,0,1,1,4,2,2,2,2,0,0,0,1,1,1,0,0,1
1,99133,Monona County,133,19,2000,70,32,3,2,6,6,2,0,1,1,1,1,1,1,2,0,1,0,1,0,0,1,0,1,1,38,2,3,3,7,1,1,1,1,0,5,3,4,1,2,0,1,0,0,0,1,2,0,0
1,99135,Monroe County,135,19,2000,40,14,1,4,3,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,26,5,3,3,2,2,0,0,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,1
1,99137,Montgomery County,137,19,2000,153,91,17,9,7,6,3,1,3,10,13,7,4,2,3,1,3,0,0,1,0,1,0,0,0,62,9,7,5,3,3,4,3,4,6,3,7,0,2,1,2,0,1,0,1,0,0,0,1
1,99139,Muscatine County,139,19,2000,4973,2690,335,332,249,167,101,59,65,177,276,232,174,139,150,92,53,15,20,12,6,20,6,2,8,2283,315,278,232,140,89,46,41,143,218,157,165,139,105,72,53,19,16,5,12,11,16,7,4
1,99141,O'Brien County,141,19,2000,267,150,23,15,7,2,6,7,6,12,32,17,10,4,2,5,2,0,0,0,0,0,0,0,0,117,15,14,15,11,2,2,4,8,13,12,2,5,4,3,2,0,0,0,1,1,1,2,0
1,99143,Osceola County,143,19,2000,125,72,11,6,7,4,2,1,1,7,6,9,7,5,3,0,1,0,1,0,0,1,0,0,0,53,6,7,9,3,3,1,1,0,4,4,3,5,2,1,0,0,0,0,2,0,0,0,2
1,99145,Page County,145,19,2000,265,158,17,19,13,15,5,3,4,10,18,20,13,9,0,3,1,0,1,0,2,2,0,1,2,107,27,14,9,2,8,2,3,4,7,2,10,6,5,2,1,0,0,1,0,4,0,0,0
1,99147,Palo Alto County,147,19,2000,77,39,8,0,4,4,1,2,0,3,1,1,8,0,1,1,1,0,0,0,1,0,2,1,0,38,4,8,6,0,0,1,1,2,0,3,2,2,1,3,1,0,1,0,0,2,0,1,0
1,99149,Plymouth County,149,19,2000,328,170,32,30,11,6,6,4,2,4,23,23,10,3,6,2,3,1,2,0,1,0,0,1,0,158,34,26,12,7,1,3,4,3,17,13,13,6,5,5,3,0,0,0,0,4,1,0,1
1,99151,Pocahontas County,151,19,2000,77,42,5,5,7,2,1,0,0,0,2,2,5,6,1,1,1,0,0,0,0,2,1,1,0,35,5,3,5,2,0,0,0,1,3,5,3,1,1,0,4,1,0,0,1,0,0,0,0
1,99153,Polk County,153,19,2000,16490,8967,1206,889,729,422,345,211,232,639,1146,889,707,504,337,254,142,46,61,33,46,55,50,12,12,7523,1094,944,712,408,257,158,160,466,751,648,533,376,293,235,140,43,62,34,45,70,56,18,20
1,99155,Pottawattamie County,155,19,2000,2892,1630,201,157,122,69,64,48,34,115,201,174,113,97,71,60,40,11,9,4,10,11,7,4,8,1262,194,146,112,74,43,26,25,61,102,107,103,62,58,43,32,6,14,7,13,12,16,4,2
1,99157,Poweshiek County,157,19,2000,226,117,9,18,10,5,17,8,8,8,10,5,4,4,5,5,0,0,0,0,0,0,0,0,1,109,13,16,8,5,15,8,6,11,3,5,10,3,1,2,3,0,0,0,0,0,0,0,0
1,99159,Ringgold County,159,19,2000,13,5,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1,99161,Sac County,161,19,2000,111,53,11,6,5,2,2,3,1,6,1,7,4,1,1,1,0,0,1,0,1,0,0,0,0,58,9,7,10,2,2,1,1,2,8,2,2,1,3,3,3,0,0,0,0,0,2,0,0
1,99163,Scott County,163,19,2000,6445,3343,458,399,335,193,136,64,70,196,282,256,225,212,154,107,60,23,40,18,35,39,24,13,4,3102,405,389,329,180,149,67,53,162,245,215,221,172,120,101,85,26,22,19,32,50,32,21,7
1,99165,Shelby County,165,19,2000,88,51,10,5,6,3,2,0,0,1,3,3,5,2,6,0,0,1,2,0,1,1,0,0,0,37,8,3,4,5,0,0,0,1,2,2,4,1,3,0,0,0,0,1,1,1,0,0,1
1,99167,Sioux County,167,19,2000,808,465,60,57,44,29,21,12,8,44,55,45,39,22,11,8,6,0,1,1,1,1,0,0,0,343,52,45,41,18,19,8,10,26,34,32,26,9,5,10,3,1,1,0,0,1,2,0,0
1,99169,Story County,169,19,2000,1238,693,58,35,34,25,82,40,41,83,98,67,39,37,20,14,9,1,2,1,1,3,2,0,1,545,67,33,39,23,39,21,27,62,59,43,35,34,23,15,7,1,3,1,5,4,0,2,2
1,99171,Tama County,171,19,2000,679,383,85,49,42,20,8,5,6,22,22,43,33,17,13,6,2,3,2,0,2,1,1,0,1,296,80,46,30,18,16,3,2,12,19,21,19,11,9,2,1,1,3,1,0,1,0,1,0
1,99173,Taylor County,173,19,2000,265,136,22,12,9,5,6,5,2,8,18,16,3,5,7,6,7,0,0,0,2,1,0,2,0,129,24,17,11,11,8,2,4,4,15,8,5,5,2,4,5,0,0,2,1,1,0,0,0
1,99175,Union County,175,19,2000,125,70,8,8,3,3,18,3,3,2,8,5,2,5,0,0,0,0,0,0,0,1,1,0,0,55,14,5,3,3,1,0,0,3,4,10,4,2,1,1,2,0,0,0,1,0,1,0,0
1,99177,Van Buren County,177,19,2000,60,32,3,4,4,4,1,2,1,2,3,1,0,3,0,1,1,0,0,0,1,1,0,0,0,28,4,3,4,0,1,0,0,0,2,3,2,3,0,1,2,0,0,0,2,1,0,0,0
1,99179,Wapello County,179,19,2000,799,448,48,39,47,20,22,11,12,43,49,46,39,21,14,13,9,2,2,1,2,3,2,2,1,351,57,56,30,15,17,4,7,21,29,28,23,24,13,10,3,1,3,2,2,4,1,1,0
1,99181,Warren County,181,19,2000,441,233,22,34,23,20,14,6,4,12,19,12,16,13,8,12,5,2,3,2,2,0,1,1,2,208,26,30,17,9,9,4,1,3,19,12,16,20,10,6,8,2,3,0,2,3,1,4,3
1,99183,Washington County,183,19,2000,564,287,40,38,38,16,16,5,6,13,19,17,21,25,10,12,4,1,1,0,1,1,2,0,1,277,36,42,34,18,7,8,2,13,18,31,17,9,12,10,5,4,1,2,1,1,4,2,0
1,99185,Wayne County,185,19,2000,48,24,4,3,2,0,0,0,0,0,0,2,3,3,0,1,1,1,0,0,1,2,1,0,0,24,1,4,3,1,1,0,2,0,2,0,1,1,1,3,2,0,0,0,0,2,0,0,0
1,99187,Webster County,187,19,2000,944,562,57,47,49,34,34,19,28,66,60,41,33,32,16,18,7,3,3,2,4,4,2,2,1,382,37,52,41,30,15,7,9,21,35,25,27,19,20,11,8,1,5,2,7,5,4,1,0
1,99189,Winnebago County,189,19,2000,237,136,24,12,8,3,7,7,4,10,22,13,8,2,5,7,1,0,1,1,0,0,0,0,1,101,20,3,11,6,5,3,3,8,9,8,5,2,1,6,3,1,0,1,0,3,2,0,1
1,99191,Winneshiek County,191,19,2000,170,80,3,5,7,2,4,5,3,10,12,10,5,7,3,1,0,0,0,0,2,0,0,1,0,90,14,5,9,4,8,10,5,2,8,6,10,1,1,1,0,2,1,0,2,1,0,0,0
1,99193,Woodbury County,193,19,2000,9468,5270,769,629,452,230,191,130,113,386,561,604,421,272,194,133,68,20,24,11,14,27,13,4,4,4198,742,600,403,189,171,71,81,247,463,379,251,226,137,84,59,10,15,11,20,16,13,7,3
1,99195,Worth County,195,19,2000,124,71,8,3,6,8,5,1,0,3,12,1,4,9,3,2,3,0,2,0,0,0,0,0,1,53,4,5,4,7,4,2,0,2,4,3,4,2,3,1,1,0,1,0,0,2,1,2,1
1,99197,Wright County,197,19,2000,706,419,43,42,37,29,23,9,6,43,51,46,28,21,16,13,2,2,3,2,0,0,2,0,1,287,41,29,25,12,13,1,9,21,38,27,25,12,12,9,4,3,1,0,0,2,0,1,2
1,99001,Allen County,001,20,2000,278,135,12,19,14,7,6,3,1,3,12,5,14,8,7,2,3,2,3,1,1,7,2,3,0,143,11,13,20,8,10,5,1,4,8,8,8,10,6,5,3,3,3,2,2,4,2,4,3
1,99003,Anderson County,003,20,2000,88,40,10,10,3,1,0,1,0,0,5,1,1,2,1,0,2,0,1,0,2,0,0,0,0,48,5,6,6,5,2,1,0,0,8,3,1,3,0,1,2,1,0,1,0,0,2,1,0
1,99005,Atchison County,005,20,2000,327,180,24,12,24,22,10,5,2,12,19,3,6,8,7,4,5,0,1,2,4,5,3,1,1,147,17,13,18,10,18,3,0,5,10,8,4,7,2,5,1,2,2,1,2,7,6,4,2
1,99007,Barber County,007,20,2000,107,59,4,7,6,4,2,0,1,3,3,3,6,6,3,4,1,0,0,0,1,0,3,1,1,48,5,7,5,5,1,1,1,1,5,1,1,5,3,1,0,1,0,0,0,1,1,2,1
1,99009,Barton County,009,20,2000,2344,1280,206,172,135,58,50,22,22,89,123,120,93,58,40,26,19,3,9,9,7,10,4,3,2,1064,150,136,126,57,47,23,15,59,106,105,84,41,27,16,21,7,13,4,7,8,10,1,1
1,99011,Bourbon County,011,20,2000,199,119,15,12,9,9,5,5,3,12,9,10,6,2,8,5,3,2,0,0,0,2,1,1,0,80,15,11,3,11,2,0,3,5,7,3,3,4,3,4,2,0,0,0,2,1,0,0,1
1,99013,Brown County,013,20,2000,249,137,24,14,15,7,7,2,3,4,6,9,13,7,3,6,2,0,3,1,3,2,4,1,1,112,14,9,13,14,4,1,0,1,9,7,7,11,3,5,2,0,3,2,0,1,5,1,0
1,99015,Butler County,015,20,2000,1336,734,74,73,84,43,36,22,15,30,56,47,62,55,47,36,10,3,8,3,5,13,7,0,5,602,71,71,76,43,25,9,10,21,37,52,45,35,37,20,15,1,3,1,6,13,5,4,2
1,99017,Chase County,017,20,2000,53,32,1,5,4,1,1,1,0,2,3,2,1,3,0,1,3,1,0,0,0,2,1,0,0,21,2,1,4,2,0,1,0,0,1,0,2,2,1,0,3,0,0,0,1,0,1,0,0
1,99019,Chautauqua County,019,20,2000,59,39,6,5,8,3,0,0,0,2,1,4,2,1,3,1,0,0,1,0,0,1,1,0,0,20,2,3,0,2,1,0,1,2,1,1,2,2,0,0,1,0,0,0,0,1,1,0,0
1,99021,Cherokee County,021,20,2000,291,138,15,18,17,6,6,2,1,8,15,7,7,6,8,10,1,1,2,0,0,6,2,0,0,153,23,19,25,13,1,0,3,3,12,11,8,8,2,7,2,0,6,1,6,2,0,0,1
1,99023,Cheyenne County,023,20,2000,82,49,6,7,2,0,1,1,1,1,6,11,4,1,2,3,2,0,0,0,0,0,0,1,0,33,7,7,0,0,0,0,0,4,5,3,1,0,3,1,0,0,0,0,1,1,0,0,0
1,99025,Clark County,025,20,2000,96,56,16,5,5,4,0,0,0,3,7,4,5,4,0,1,0,1,0,0,1,0,0,0,0,40,6,7,1,2,3,0,1,3,6,4,1,2,1,0,0,1,0,0,2,0,0,0,0
1,99027,Clay County,027,20,2000,73,34,0,9,8,0,1,1,1,0,1,3,3,1,2,0,1,0,0,0,0,1,2,0,0,39,1,7,5,2,2,0,0,0,4,6,3,1,2,2,0,0,0,0,1,1,1,1,0
1,99029,Cloud County,029,20,2000,62,26,2,4,1,1,4,0,1,2,1,4,0,1,1,1,0,0,0,0,1,0,2,0,0,36,3,1,2,3,3,0,1,2,3,1,2,1,0,3,4,0,2,1,1,0,1,0,2
1,99031,Coffey County,031,20,2000,137,72,19,8,8,0,2,3,2,4,2,7,5,3,1,2,2,1,0,1,2,0,0,0,0,65,15,9,6,2,3,0,1,5,4,4,6,4,1,1,1,2,0,0,0,0,1,0,0
1,99033,Comanche County,033,20,2000,35,16,3,0,3,0,1,2,0,0,1,0,0,3,2,0,0,0,1,0,0,0,0,0,0,19,2,3,2,1,0,0,0,0,2,1,3,1,2,0,0,0,0,0,0,1,1,0,0
1,99035,Cowley County,035,20,2000,1304,659,78,75,63,37,40,16,16,42,52,42,41,28,45,25,20,6,6,2,3,7,9,5,1,645,67,81,59,36,44,16,16,21,42,42,28,34,33,40,25,6,8,9,5,10,16,3,4
1,99037,Crawford County,037,20,2000,910,478,51,54,32,20,27,11,15,68,55,41,32,30,13,8,8,1,1,2,1,6,2,0,0,432,68,46,35,20,22,22,22,32,40,35,15,24,17,6,10,1,3,1,2,5,2,2,2
1,99039,Decatur County,039,20,2000,34,17,2,2,3,0,1,0,1,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0,1,17,1,1,3,1,1,0,0,0,1,2,3,2,0,0,2,0,0,0,0,0,0,0,0
1,99041,Dickinson County,041,20,2000,445,221,22,27,24,13,10,2,4,8,19,12,17,9,15,14,9,1,5,1,5,3,0,0,1,224,28,27,20,14,7,3,3,7,13,10,20,13,14,10,6,2,5,5,3,7,4,1,2
1,99043,Doniphan County,043,20,2000,96,51,7,6,6,1,9,5,1,1,1,5,2,2,2,1,2,0,0,0,0,0,0,0,0,45,4,6,2,0,4,3,1,4,3,2,4,2,2,1,2,0,1,2,0,1,0,0,1
1,99045,Douglas County,045,20,2000,3268,1651,160,111,116,58,125,89,96,210,198,124,91,82,50,38,27,12,17,7,8,12,11,7,2,1617,153,116,115,57,132,96,88,175,160,119,104,92,67,36,30,12,14,6,15,14,9,5,2
1,99047,Edwards County,047,20,2000,335,170,22,17,20,6,9,7,2,6,21,12,14,14,4,1,3,3,2,2,2,1,1,1,0,165,13,18,21,15,6,1,1,9,14,13,10,14,3,3,4,3,2,2,4,4,3,1,1
1,99049,Elk County,049,20,2000,71,46,6,3,5,5,2,1,3,3,2,2,1,1,2,1,3,0,2,0,1,2,0,1,0,25,2,2,4,2,1,1,0,2,1,2,1,1,2,2,1,0,0,0,0,0,0,0,1
1,99051,Ellis County,051,20,2000,652,373,48,27,22,22,26,22,20,49,43,25,18,16,8,9,6,2,1,2,0,3,1,2,1,279,36,22,23,17,21,10,10,27,32,17,21,12,5,8,2,2,4,2,2,1,1,1,3
1,99053,Ellsworth County,053,20,2000,234,144,8,10,11,9,6,3,4,9,15,15,14,10,5,3,3,3,3,2,3,4,2,0,2,90,5,5,14,8,2,2,1,2,3,2,5,7,4,3,6,4,1,3,1,6,3,2,1
1,99055,Finney County,055,20,2000,17548,9334,1291,1127,992,501,352,184,164,541,853,984,750,562,386,206,165,54,68,21,35,47,27,11,13,8214,1239,1130,883,447,289,158,157,417,789,747,597,426,283,190,172,42,59,33,37,36,50,14,19
1,99057,Ford County,057,20,2000,12231,6798,967,778,587,328,264,169,161,487,829,748,524,330,217,163,87,18,37,13,23,23,25,12,8,5433,871,677,502,266,228,115,115,363,585,538,382,235,171,131,66,30,37,20,25,34,27,7,8
1,99059,Franklin County,059,20,2000,650,331,39,33,35,16,25,12,5,15,28,24,17,16,14,18,7,1,7,0,4,7,1,3,4,319,33,45,35,18,12,2,8,10,33,26,18,17,9,11,10,4,3,7,0,13,3,1,1
1,99061,Geary County,061,20,2000,2362,1171,183,127,86,66,61,31,33,107,127,81,72,78,53,23,15,6,7,2,5,2,3,2,1,1191,165,118,115,59,67,38,37,112,130,75,78,76,49,24,15,6,5,4,3,3,5,3,4
1,99063,Gove County,063,20,2000,38,21,4,4,2,0,1,0,0,0,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,17,1,2,5,2,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1
1,99065,Graham County,065,20,2000,23,12,1,0,2,0,0,0,1,2,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,11,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
1,99067,Grant County,067,20,2000,2742,1457,192,171,168,80,62,19,24,82,124,113,122,97,64,56,28,8,11,8,5,10,8,2,3,1285,160,148,155,92,42,18,26,65,102,103,108,76,62,44,26,6,10,10,14,7,6,1,4
1,99069,Gray County,069,20,2000,579,322,51,49,30,21,14,4,6,21,37,25,19,13,11,10,5,0,0,0,0,1,3,1,1,257,47,33,29,14,10,4,4,19,29,20,13,14,6,7,2,0,2,0,0,1,0,2,1
1,99071,Greeley County,071,20,2000,177,94,16,10,8,7,3,2,2,4,11,7,8,4,5,3,1,1,0,1,0,1,0,0,0,83,19,7,9,3,2,1,2,8,7,6,8,2,2,3,2,0,1,0,1,0,0,0,0
1,99073,Greenwood County,073,20,2000,132,66,8,14,7,4,4,0,0,1,5,5,1,6,3,2,3,0,2,0,0,1,0,0,0,66,5,9,9,2,2,0,1,7,3,4,8,1,5,2,3,1,0,2,1,1,0,0,0
1,99075,Hamilton County,075,20,2000,550,295,45,25,36,16,13,5,6,21,31,27,20,25,11,6,4,0,0,0,2,1,1,0,0,255,39,23,31,24,11,5,2,22,27,15,20,16,8,6,0,0,2,0,1,1,1,0,1
1,99077,Harper County,077,20,2000,70,35,2,3,0,4,3,0,2,0,4,0,0,4,6,2,0,0,0,0,1,2,2,0,0,35,5,2,4,2,0,0,1,1,2,2,2,1,3,3,2,0,1,0,0,3,0,1,0
1,99079,Harvey County,079,20,2000,2620,1389,182,124,122,83,63,16,37,84,131,99,92,110,64,53,30,13,15,2,12,26,18,12,1,1231,153,132,129,75,34,23,24,77,94,79,86,62,60,45,36,10,5,13,12,35,22,18,7
1,99081,Haskell County,081,20,2000,1015,544,79,70,68,34,18,10,13,21,42,38,46,31,18,22,10,4,5,3,2,1,5,0,4,471,56,51,65,32,26,8,3,18,46,28,47,29,19,14,8,5,4,1,3,2,3,2,1
1,99083,Hodgeman County,083,20,2000,56,27,4,4,3,1,2,1,0,1,3,1,4,0,1,0,0,0,0,0,0,1,0,1,0,29,4,5,1,7,2,0,0,1,0,1,3,2,1,1,0,0,0,0,0,0,1,0,0
1,99085,Jackson County,085,20,2000,189,109,11,12,12,5,4,1,3,6,15,10,12,5,5,2,2,1,1,1,0,1,0,0,0,80,9,6,6,6,4,1,1,2,7,7,6,5,6,5,0,2,0,1,2,2,2,0,0
1,99087,Jefferson County,087,20,2000,236,116,13,8,11,8,3,4,2,8,9,8,11,10,8,1,2,2,5,1,0,1,1,0,0,120,12,9,15,8,5,2,0,4,9,13,10,9,6,4,5,0,4,1,2,0,0,0,2
1,99089,Jewell County,089,20,2000,27,13,2,1,2,0,0,0,0,1,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,14,1,3,1,1,1,0,1,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0
1,99091,Johnson County,091,20,2000,17957,9640,998,858,692,494,429,244,239,760,1250,1004,847,596,437,295,152,62,71,34,53,50,43,21,11,8317,962,786,692,401,297,130,137,494,905,795,738,574,422,329,217,57,62,38,71,74,75,30,31
1,99093,Kearny County,093,20,2000,1203,631,87,92,82,30,16,6,9,29,48,56,47,36,31,25,11,7,3,5,0,4,4,2,1,572,69,73,78,39,28,16,6,27,40,48,42,26,22,11,17,5,3,9,2,4,4,2,1
1,99095,Kingman County,095,20,2000,125,62,5,9,9,5,3,0,0,0,3,3,6,4,4,3,0,0,2,1,1,1,3,0,0,63,3,9,13,4,2,0,1,1,5,2,4,3,4,4,1,2,0,0,0,3,2,0,0
1,99097,Kiowa County,097,20,2000,67,23,3,3,3,1,0,0,0,1,4,3,2,0,1,1,0,0,0,0,1,0,0,0,0,44,9,10,3,1,1,0,0,1,3,3,4,2,1,1,1,1,0,1,0,1,1,0,0
1,99099,Labette County,099,20,2000,700,353,39,33,38,21,28,7,6,19,27,19,30,17,18,9,5,1,5,4,2,14,6,4,1,347,42,43,34,17,12,6,5,17,22,25,27,19,13,15,7,3,2,3,4,8,12,6,5
1,99101,Lane County,101,20,2000,31,18,3,4,0,0,0,0,0,2,1,4,2,0,1,1,0,0,0,0,0,0,0,0,0,13,3,1,2,0,0,0,0,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0
1,99103,Leavenworth County,103,20,2000,2620,1520,121,134,124,61,49,21,42,98,195,142,153,152,100,56,23,7,5,4,9,7,8,5,4,1100,156,134,98,56,43,16,15,58,91,92,102,72,55,41,25,7,6,3,0,13,9,5,3
1,99105,Lincoln County,105,20,2000,37,15,2,1,2,2,0,0,0,0,2,0,2,0,0,0,1,0,0,1,1,1,0,0,0,22,3,4,2,2,0,0,0,0,1,2,5,0,1,0,0,0,1,1,0,0,0,0,0
1,99107,Linn County,107,20,2000,87,44,13,2,5,4,1,1,1,3,4,1,1,1,1,1,2,0,1,0,0,1,0,1,0,43,9,3,6,2,0,2,1,3,0,2,2,2,3,0,1,1,3,0,0,0,2,0,1
1,99109,Logan County,109,20,2000,50,29,6,4,6,3,0,0,0,0,1,2,2,0,1,1,1,0,0,1,0,1,0,0,0,21,3,1,1,2,0,0,0,1,4,1,2,0,1,1,1,0,0,0,2,0,1,0,0
1,99111,Lyon County,111,20,2000,6010,3273,444,397,275,137,144,91,82,244,367,339,219,188,120,92,37,17,22,8,9,14,16,6,5,2737,423,363,255,146,114,58,62,177,276,242,187,122,90,83,53,14,15,12,9,13,10,4,9
1,99113,McPherson County,113,20,2000,573,298,31,34,32,12,20,17,15,26,21,19,21,19,8,8,5,1,0,0,1,5,2,1,0,275,45,23,29,10,18,9,9,7,21,20,18,19,12,8,7,4,2,3,0,5,4,0,2
1,99115,Marion County,115,20,2000,257,134,17,9,17,10,10,2,2,5,9,10,9,9,6,4,3,3,0,1,1,2,3,1,1,123,16,18,16,15,3,3,1,1,5,6,8,5,1,5,6,0,3,0,3,4,1,2,1
1,99117,Marshall County,117,20,2000,83,47,4,4,3,3,1,0,1,3,4,3,1,4,4,0,1,1,1,2,2,2,1,1,1,36,4,4,3,4,1,1,0,2,3,1,1,2,4,1,1,1,0,0,0,0,1,1,1
1,99119,Meade County,119,20,2000,505,263,37,37,28,14,11,6,9,12,32,25,18,15,7,6,1,0,1,0,1,1,2,0,0,242,39,37,34,13,9,5,4,7,27,23,11,8,10,7,3,0,0,0,1,2,1,1,0
1,99121,Miami County,121,20,2000,451,221,27,28,22,12,7,7,4,15,11,17,13,18,11,7,9,1,3,4,1,1,1,2,0,230,29,30,16,18,10,3,3,11,25,15,13,11,17,8,8,0,2,0,1,2,1,6,1
1,99123,Mitchell County,123,20,2000,61,23,1,0,4,2,2,0,0,2,3,2,3,2,1,1,0,0,0,0,0,0,0,0,0,38,1,3,5,13,4,0,0,0,2,1,2,3,2,0,1,0,0,0,0,1,0,0,0
1,99125,Montgomery County,125,20,2000,1118,572,74,66,70,33,25,11,12,15,36,42,44,34,31,25,10,6,6,2,4,8,8,8,2,546,70,57,65,42,19,5,8,23,28,35,35,31,28,22,16,4,5,5,11,14,9,3,11
1,99127,Morris County,127,20,2000,136,69,12,6,6,6,2,2,1,4,4,7,2,6,5,1,2,0,0,1,0,0,0,1,1,67,4,9,9,4,2,0,0,1,4,4,11,5,3,1,3,1,1,1,1,2,1,0,0
